year,"title"
2020,"International Journal of Strategic Communication"
2020,"International Journal of Supply Chain Management"
2020,"International Journal of the Sociology of Language"
2020,"International Journal of Water Resources Development"
2020,"International Journal on Food System Dynamics"
2020,"International Regional Science Review"
2020,"International Review for Spatial Planning and Sustainable Development"
2020,"International Social Work"
2020,"Internet of Things (Netherlands)"
2020,"IOP Conference Series: Earth and Environmental Science"
2020,"IOP Conference Series: Materials Science and Engineering"
2020,"Iranian Journal of Psychiatry"
2020,"Iranian Journal of Public Health"
2020,"Irrigation Science"
2020,"ISPRS International Journal of Geo-Information"
2020,"ISPRS Journal of Photogrammetry and Remote Sensing"
2020,"Italian Journal of Agronomy"
2020,"Italian Review of Agricultural Economics"
2020,"JAC-Antimicrobial Resistance"
2020,"JACEP Open"
2020,"JAMA - Journal of the American Medical Association"
2020,"JAMA Health Forum"
2020,"JAMA Internal Medicine"
2020,"JAMA Network Open"
2020,"JAMA Otolaryngology - Head and Neck Surgery"
2020,"JAMA Pediatrics"
2020,"JAMIA Open"
2020,"JBJS Open Access"
2020,"JCO Clinical Cancer Informatics"
2020,"JCO Oncology Practice"
2020,"JIMD Reports"
2020,"JMIR Cancer"
2020,"JMIR Medical Informatics"
2020,"JMIR Mental Health"
2020,"JMIR Research Protocols"
2020,"JMIR Serious Games"
2020,"Joule"
2020,"Journal for Healthcare Quality"
2020,"Journal of AAPOS"
2020,"Journal of Abnormal Child Psychology"
2020,"Journal of Accounting Education"
2020,"Journal of Adolescent Health"
2020,"Journal of Advanced Research in Dynamical and Control Systems"
2020,"Journal of Advances in Modeling Earth Systems"
2020,"Journal of Affective Disorders"
2020,"Journal of African Economies"
2020,"Journal of Aging and Health"
2020,"Journal of Aging and Social Policy"
2020,"Journal of Agrarian Change"
2020,"Journal of Agribusiness in Developing and Emerging Economies"
2020,"Journal of Agricultural and Applied Economics"
2020,"Journal of Agricultural and Food Chemistry"
2020,"Journal of Agricultural and Food Industrial Organization"
2020,"Journal of Agricultural and Food Information"
2020,"Journal of Agricultural and Resource Economics"
2020,"Journal of Agricultural Economics"
2020,"Journal of Agricultural Education and Extension"
2020,"Journal of Agricultural Extension"
2020,"Journal of Agricultural Safety and Health"
2020,"Journal of Agricultural Science"
2020,"Journal of Agricultural Science and Technology"
2020,"Journal of Agricultural Sciences (Belgrade)"
2020,"Journal of Agriculture and Food Research"
2020,"Journal of Agriculture of the University of Puerto Rico"
2020,"Journal of Agriculture, Food Systems, and Community Development"
2020,"Journal of Agromedicine"
2020,"Journal of Allergy and Clinical Immunology: In Practice"
2020,"Journal of American College Health"
2020,"Journal of Animal Ecology"
2020,"Journal of Animal Science"
2020,"Journal of Antimicrobial Chemotherapy"
2020,"Journal of Apicultural Research"
2020,"Journal of Applied Ecology"
2020,"Journal of Applied Entomology"
2020,"Journal of Applied Gerontology"
2020,"Journal of Applied Laboratory Medicine"
2020,"Journal of Applied Meteorology and Climatology"
2020,"Journal of Applied Poultry Research"
2020,"Journal of Arid Environments"
2020,"Journal of Arthroplasty"
2020,"Journal of Autism and Developmental Disorders"
2020,"Journal of Automotive Safety and Energy"
2020,"Journal of Behavioral Health Services and Research"
2020,"Journal of Bioethical Inquiry"
2020,"Journal of Biomedical Research"
2020,"Journal of Breast Imaging"
2020,"Journal of Buffalo Science"
2020,"Journal of Cancer Education"
2020,"Journal of Cancer Policy"
2020,"Journal of Chemical Ecology"
2020,"Journal of Child and Adolescent Psychopharmacology"
2020,"Journal of Child and Adolescent Substance Abuse"
2020,"Journal of Child and Family Studies"
2020,"Journal of Child Psychology and Psychiatry and Allied Disciplines"
2020,"Journal of Chinese Political Science"
2020,"Journal of Circadian Rhythms"
2020,"Journal of Classification"
2020,"Journal of Cleaner Production"
2020,"Journal of Clinical and Translational Science"
2020,"Journal of Clinical Child and Adolescent Psychology"
2020,"Journal of Clinical Medicine"
2020,"Journal of Clinical Nursing"
2020,"Journal of Clinical Psychology"
2020,"Journal of College Student Development"
2020,"Journal of Commercial Biotechnology"
2020,"Journal of Commodity Markets"
2020,"Journal of Community and Applied Social Psychology"
2020,"Journal of Community Archaeology and Heritage"
2020,"Journal of Community Health"
2020,"Journal of Consulting and Clinical Psychology"
2020,"Journal of Consumer Marketing"
2020,"Journal of Consumer Policy"
2020,"Journal of Cotton Science"
2020,"Journal of Crime and Justice"
2020,"Journal of Critical Infrastructure Policy"
2020,"Journal of Critical Reviews"
2020,"Journal of Crop Improvement"
2020,"Journal of Cultural Cognitive Science"
2020,"Journal of Dairy Science"
2020,"Journal of Dental Research"
2020,"Journal of Development Economics"
2020,"Journal of Development Effectiveness"
2020,"Journal of Development Studies"
2020,"Journal of Developmental and Behavioral Pediatrics"
2020,"Journal of Diabetes"
2020,"Journal of Diabetes Investigation"
2020,"Journal of Drug Issues"
2020,"Journal of Early Childhood Teacher Education"
2020,"Journal of Eastern European and Central Asian Research"
2020,"Journal of Eating Disorders"
2020,"Journal of Economic and Social Measurement"
2020,"Journal of Economic Behavior and Organization"
2020,"Journal of Economic Entomology"
2020,"Journal of Economic Geography"
2020,"Journal of Economic Issues"
2020,"Journal of Ecotourism"
2020,"Journal of Education and Health Promotion"
2020,"Journal of Educational Change"
2020,"Journal of Educational Research"
2020,"Journal of Emergency Medicine"
2020,"Journal of Energy Engineering"
2020,"Journal of Engineering and Technological Sciences"
2020,"Journal of Entomological Science"
2020,"Journal of Environmental and Public Health"
2020,"Journal of Environmental Economics and Management"
2020,"Journal of Environmental Engineering and Science"
2020,"Journal of Environmental Horticulture"
2020,"Journal of Environmental Informatics Letters"
2020,"Journal of Environmental Management"
2020,"Journal of Environmental Planning and Management"
2020,"Journal of Environmental Quality"
2020,"Journal of Environmental Radioactivity"
2020,"Journal of Environmental Studies and Sciences"
2020,"Journal of Epidemiology and Community Health"
2020,"Journal of Equine Veterinary Science"
2020,"Journal of Ethnic Foods"
2020,"Journal of Ethnobiology and Ethnomedicine"
2020,"Journal of Evaluation in Clinical Practice"
2020,"Journal of Evidence-Based Social Work (United States)"
2020,"Journal of Exposure Science and Environmental Epidemiology"
2020,"Journal of Extension"
2020,"Journal of Family and Economic Issues"
2020,"Journal of Family Practice"
2020,"Journal of Family Psychology"
2020,"Journal of Feminist Family Therapy"
2020,"Journal of Flood Risk Management"
2020,"Journal of Food Chemistry and Nanotechnology"
2020,"Journal of Food Distribution Research"
2020,"Journal of Food Process Engineering"
2020,"Journal of Food Processing and Preservation"
2020,"Journal of Food Protection"
2020,"Journal of Food Safety"
2020,"Journal of Food Science"
2020,"Journal of Food Science Education"
2020,"Journal of Foodservice Business Research"
2020,"Journal of Forensic Sciences"
2020,"Journal of Forest Economics"
2020,"Journal of Forest Research"
2020,"Journal of Forestry"
2020,"Journal of Functional Biomaterials"
2020,"Journal of Futures Markets"
2020,"Journal of Gastrointestinal Cancer"
2020,"Journal of Gastrointestinal Surgery"
2020,"Journal of General Internal Medicine"
2020,"Journal of Geographical Sciences"
2020,"Journal of Geophysical Research: Atmospheres"
2020,"Journal of Geophysical Research: Biogeosciences"
2020,"Journal of Gerontological Social Work"
2020,"Journal of Global Economic Analysis"
2020,"Journal of Hazardous Materials"
2020,"Journal of Health and Social Behavior"
2020,"Journal of Health and Social Sciences"
2020,"Journal of Health Care for the Poor and Underserved"
2020,"Journal of Health Economics"
2020,"Journal of Health Organization and Management"
2020,"Journal of Health Politics, Policy and Law"
2020,"Journal of Health Psychology"
2020,"Journal of Health System Research"
2020,"Journal of Historical Sociology"
2020,"Journal of Hospital Medicine"
2020,"Journal of Hospitality and Tourism Management"
2020,"Journal of Human Behavior in the Social Environment"
2020,"Journal of Human Ecology"
2020,"Journal of Hunger and Environmental Nutrition"
2020,"Journal of Hydrology: Regional Studies"
2020,"Journal of Hygienic Engineering and Design"
2020,"Journal of Immigrant and Minority Health"
2020,"Journal of Industrial Ecology"
2020,"Journal of Industrial Economics"
2020,"Journal of Industrial Engineering and Engineering Management"
2020,"Journal of Infectious Diseases"
2020,"Journal of Information Technology Case and Application Research"
2020,"Journal of Information, Communication and Ethics in Society"
2020,"Journal of Integrated Pest Management"
2020,"Journal of Integrative Agriculture"
2020,"Journal of Intellectual Disability Research"
2020,"Journal of Intercultural Studies"
2020,"Journal of International Development"
2020,"Journal of International Economics"
2020,"Journal of International Food and Agribusiness Marketing"
2020,"Journal of International Studies"
2020,"Journal of Leather Science and Engineering"
2020,"Journal of Librarianship and Information Science"
2020,"Journal of Macroeconomics"
2020,"Journal of Managed Care and Specialty Pharmacy"
2020,"Journal of Marine Science and Engineering"
2020,"Journal of Marketing Research"
2020,"Journal of Mazandaran University of Medical Sciences"
2020,"Journal of Medical Entomology"
2020,"Journal of Medical Internet Research"
2020,"Journal of Medical Systems"
2020,"Journal of Membrane Science"
2020,"Journal of Nematology"
2020,"Journal of Neuroendocrinology"
2020,"Journal of Nursing Measurement"
2020,"Journal of Nursing Regulation"
2020,"Journal of Nutrition"
2020,"Journal of Nutrition and Food Security"
2020,"Journal of Nutrition Education and Behavior"
2020,"Journal of Obesity"
2020,"Journal of Occupational and Environmental Hygiene"
2020,"Journal of Occupational Health"
2020,"Journal of Official Statistics"
2020,"Journal of Opioid Management"
2020,"Journal of Paediatrics and Child Health"
2020,"Journal of Pain and Symptom Management"
2020,"Journal of Peasant Studies"
2020,"Journal of Pediatrics: X"
2020,"Journal of Perinatology"
2020,"Journal of Personality and Social Psychology"
2020,"Journal of Physical Activity and Health"
2020,"Journal of Plant Registrations"
2020,"Journal of Policy Analysis and Management"
2020,"Journal of Policy Modeling"
2020,"Journal of Political Ecology"
2020,"Journal of Poverty"
2020,"Journal of Primary Care and Community Health"
2020,"Journal of Primary Health Care"
2020,"Journal of Primary Prevention"
2020,"Journal of Productivity Analysis"
2020,"Journal of Professions and Organization"
2020,"Journal of Psychiatric Research"
2020,"Journal of Psychoactive Drugs"
2020,"Journal of Public and Nonprofit Affairs"
2020,"Journal of Public Budgeting, Accounting and Financial Management"
2020,"Journal of Public Health Management and Practice"
2020,"Journal of Public Health Policy"
2020,"Journal of Public Policy and Marketing"
2020,"Journal of Raptor Research"
2020,"Journal of Regional Analysis and Policy"
2020,"Journal of Regional Science"
2020,"Journal of Religion and Health"
2020,"Journal of Renal Nutrition"
2020,"Journal of Research on Adolescence"
2020,"Journal of Retailing and Consumer Services"
2020,"Journal of Robotic Surgery"
2020,"Journal of Rural Health"
2020,"Journal of Rural Studies"
2020,"Journal of Safety Research"
2020,"Journal of School Health"
2020,"Journal of School Psychology"
2020,"Journal of Smoking Cessation"
2020,"Journal of Social and Economic Development"
2020,"Journal of Social Marketing"
2020,"Journal of Social Service Research"
2020,"Journal of Sociology"
2020,"Journal of Sociology and Social Welfare"
2020,"Journal of Soil and Water Conservation"
2020,"Journal of Soils and Sediments"
2020,"Journal of South American Earth Sciences"
2020,"Journal of Spanish Language Teaching"
2020,"Journal of Stored Products Research"
2020,"Journal of Student Affairs Research and Practice"
2020,"Journal of Substance Abuse Treatment"
2020,"Journal of Surgical Oncology"
2020,"Journal of Survey Statistics and Methodology"
2020,"Journal of Sustainable Forestry"
2020,"Journal of the Academy of Marketing Science"
2020,"Journal of the Academy of Nutrition and Dietetics"
2020,"Journal of the Acoustical Society of America"
2020,"Journal of the American Academy of Audiology"
2020,"Journal of the American Association of Nurse Practitioners"
2020,"Journal of the American Board of Family Medicine"
2020,"Journal of the American College of Nutrition"
2020,"Journal of the American College of Surgeons"
2020,"Journal of the American Dental Association"
2020,"Journal of the American Heart Association"
2020,"Journal of the American Medical Directors Association"
2020,"Journal of the American Medical Informatics Association"
2020,"Journal of the American Planning Association"
2020,"Journal of the American Veterinary Medical Association"
2020,"Journal of the Association of Environmental and Resource Economists"
2020,"Journal of the Endocrine Society"
2020,"Journal of the Experimental Analysis of Behavior"
2020,"Journal of the Kansas Entomological Society"
2020,"Journal of the Korean Society of Food Science and Nutrition"
2020,"Journal of the National Cancer Institute"
2020,"Journal of the National Medical Association"
2020,"Journal of the Society of Powder Technology, Japan"
2020,"Journal of the South African Veterinary Association"
2020,"Journal of the West"
2020,"Journal of Transport and Health"
2020,"Journal of Transport Geography"
2020,"Journal of Traumatic Stress"
2020,"Journal of Urban Health"
2020,"Journal of Urban Management"
2020,"Journal of Urban Regeneration and Renewal"
2020,"Journal of Urbanism"
2020,"Journal of Urology"
2020,"Journal of Vacation Marketing"
2020,"Journal of Veterinary Behavior"
2020,"Journal of Veterinary Medical Education"
2020,"Journal of Virological Methods"
2020,"Journal of Virology"
2020,"Journal of Volcanology and Geothermal Research"
2020,"Journal of Water and Climate Change"
2020,"Journal of Water and Land Development"
2020,"Journal of Water Resources Planning and Management"
2020,"Journal of Wildlife Management"
2020,"Journal of World Intellectual Property"
2020,"Journal of Youth and Adolescence"
2020,"Journals of Gerontology - Series B Psychological Sciences and Social Sciences"
2020,"Kasetsart Journal of Social Sciences"
2020,"Key Congressional Reports for August 2019: Part X"
2020,"Key Congressional Reports for September 2019: Part I"
2020,"Key Congressional Reports for September 2019: Part VII"
2020,"Kidney International"
2020,"Korean Journal of Food Science and Technology"
2020,"Korean Journal of Medicinal Crop Science"
2020,"Kotuitui"
2020,"Lake Biwa: Interactions between Nature and People: Second Edition"
2020,"Land"
2020,"Land Economics"
2020,"Land Use Policy"
2020,"Landscape and Urban Planning"
2020,"Landscape Ecology"
2020,"Language"
2020,"Language Documentation and Conservation"
2020,"Language Policy(Netherlands)"
2020,"Language Teaching"
2020,"Latin American Perspectives"
2020,"Latino Studies"
2020,"Latinx Farmworkers in the Eastern United States: Health, Safety, and Justice: Second Edition"
2020,"Learning Health Systems"
2020,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)"
2020,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST"
2020,"Letters in Applied Microbiology"
2020,"Leukemia and Lymphoma"
2020,"Life"
2020,"Listy Cukrovarnicke a Reparske"
2020,"Local Environment"
2020,"Local Resources, Territorial Development and Well-being"
2020,"Lung India"
2020,"LWT"
2020,"MAI Journal"
2020,"Malaysian Journal of Nutrition"
2020,"Malaysian Journal of Public Health Medicine"
2020,"Management of Biological Invasions"
2020,"Management Science"
2020,"Management Strategies for Sustainable Cattle Production in Southern Pastures"
2020,"Margin"
2020,"Marine and Freshwater Research"
2020,"Marine Biology"
2020,"Marine Policy"
2020,"Marine Resource Economics"
2020,"Maternal and Child Health Journal"
2020,"Maternal and Child Nutrition"
2020,"Mathematical Methods of Operations Research"
2020,"Mayo Clinic Proceedings"
2020,"MCN The American Journal of Maternal/Child Nursing"
2020,"Measurement"
2020,"Meat and Muscle Biology"
2020,"Meat Science"
2020,"Mechanical Systems and Signal Processing"
2020,"Media International Australia"
2020,"Media, Culture and Society"
2020,"Medical Care"
2020,"Medical Clinics of North America"
2020,"Medical Journal of Australia"
2020,"Medico-Legal Update"
2020,"Memory"
2020,"Men’s Health: an Introduction"
2020,"Mending Democracy: Democratic Repair in Disconnected Times"
2020,"Metabolism: Clinical and Experimental"
2020,"Meteorological Applications"
2020,"Methods"
2020,"Methods in Molecular Biology"
2020,"Microbial Genomics"
2020,"Microbial Risk Analysis"
2020,"Microorganisms"
2020,"Milbank Quarterly"
2020,"Minerva Pediatrica"
2020,"Miscellanea Geographica"
2020,"Mitigation and Adaptation Strategies for Global Change"
2020,"Mitteilungen der Osterreichischen Geographischen Gesellschaft"
2020,"Mobile Media and Communication"
2020,"Modern Asian Studies"
2020,"Molecular Genetics and Genomics"
2020,"Molecules"
2020,"Monthly Labor Review"
2020,"mSphere"
2020,"mSystems"
2020,"Muslim Women in the Economy: Development, Faith and Globalisation"
2020,"Natural Areas Journal"
2020,"Natural Hazards"
2020,"Natural Hazards and Disaster Justice: Challenges for Australia and Its Neighbours"
2020,"Natural Resource Modeling"
2020,"Natural Sciences Education"
2020,"Nature"
2020,"Nature Climate Change"
2020,"Nature Communications"
2020,"Nature Energy"
2020,"Nature Food"
2020,"Nature Nanotechnology"
2020,"Nature Plants"
2020,"Nature Sustainability"
2020,"NEJM Catalyst Innovations in Care Delivery"
2020,"Nematology"
2020,"Nestle Nutrition Institute Workshop Series"
2020,"Neuro-Oncology"
2020,"Neuropharmacology"
2020,"New England Journal of Medicine"
2020,"New Forests"
2020,"New Frontiers in Stress Management for Durable Agriculture"
2020,"New Medit"
2020,"New Trends for Biomass Energy Development: From Wood to Circular Economy"
2020,"New Zealand Journal of Psychology"
2020,"New Zealand Medical Journal"
2020,"New Zealand Sociology"
2020,"Nicotine and Tobacco Research"
2020,"NJAS - Wageningen Journal of Life Sciences"
2020,"No-till Farming Systems for Sustainable Agriculture: Challenges and Opportunities"
2020,"Noise Mapping"
2020,"Norsk Geografisk Tidsskrift"
2020,"Nova Economia"
2020,"npj Biofilms and Microbiomes"
2020,"npj Climate and Atmospheric Science"
2020,"Nursing and Health Sciences"
2020,"Nursing Forum"
2020,"Nursing Open"
2020,"Nursing Praxis in Aotearoa New Zealand"
2020,"Nursing Research"
2020,"Nutricion Hospitalaria"
2020,"Nutrient Cycling in Agroecosystems"
2020,"Nutrients"
2020,"Nutrition and Dietetics"
2020,"Nutrition and Food Science"
2020,"Nutrition and Health"
2020,"Nutrition in Clinical Practice"
2020,"Nutrition Journal"
2020,"Nutrition Research and Practice"
2020,"Nutrition Reviews"
2020,"Nutrition Today"
2020,"Nutrition: Infants, Children and Adults"
2020,"Obesity"
2020,"Obesity Science and Practice"
2020,"Obesity Surgery"
2020,"Obstetrics and Gynecology"
2020,"Occupational Cancers"
2020,"Ocean and Polar Research"
2020,"Oceania"
2020,"Ochrona Srodowiska i Zasobow Naturalnych"
2020,"One Earth"
2020,"Open Agriculture"
2020,"Open Agriculture Journal"
2020,"Operational Research"
2020,"Operations and Supply Chain Management"
2020,"Opioid Therapy in Infants, Children, and Adolescents"
2020,"Oral Oncology"
2020,"Orchestrating Value: Population Health in the Digital Age"
2020,"Organic Agriculture"
2020,"Organic Waste Composting through Nexus Thinking: Practices, Policies, and Trends"
2020,"Outlook on Agriculture"
2020,"Paddy and Water Environment"
2020,"Paediatrics and Child Health (Canada)"
2020,"Pakistan Journal of Zoology"
2020,"Palliative and Supportive Care"
2020,"Papeles de Poblacion"
2020,"Papers in Regional Science"
2020,"Pathogens"
2020,"Pathogens and Disease"
2020,"Patient Education and Counseling"
2020,"Pediatric Clinics of North America"
2020,"Pediatric Dermatology"
2020,"Pediatric Diabetes"
2020,"Pediatric Drugs"
2020,"Pediatric Emergency Care"
2020,"Pediatric Gastrointestinal and Liver Disease, Sixth Edition"
2020,"Pediatric Infectious Disease Journal"
2020,"Pediatric Obesity"
2020,"Pediatric Quality and Safety"
2020,"Pediatric Research"
2020,"Pediatrics"
2020,"Pennsylvania Geographer"
2020,"People and Nature"
2020,"Personality and Individual Differences"
2020,"Personality and Social Psychology Bulletin"
2020,"Perspectives on Development in the Middle East and North Africa (MENA) Region"
2020,"Perspectives on Global Development and Technology"
2020,"Pest Management Science"
2020,"Philippine Agricultural Scientist"
2020,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences"
2020,"Physical Geography"
2020,"Physical Therapy Reviews"
2020,"Physiologia Plantarum"
2020,"Physiological Reports"
2020,"Physiology and Behavior"
2020,"Phytopathology"
2020,"Pilot and Feasibility Studies"
2020,"Planning Malaysia"
2020,"Plant Archives"
2020,"Plant Breeding"
2020,"Plant Breeding Reviews"
2020,"Plant Direct"
2020,"Plant Disease"
2020,"Plant Genetic Resources: Characterisation and Utilisation"
2020,"Plant Genome"
2020,"Plant Health Progress"
2020,"Plant Pathology"
2020,"Plant Pathology Journal"
2020,"Plant Physiology"
2020,"Plant Physiology and Biochemistry"
2020,"Planta"
2020,"Plants"
2020,"Plants People Planet"
2020,"PLoS Computational Biology"
2020,"PLoS Neglected Tropical Diseases"
2020,"PLoS ONE"
2020,"Poblacion y Salud en Mesoamerica"
2020,"Policy Issues in Genetically Modified Crops: A Global Perspective"
2020,"Political Behavior"
2020,"Political Economy Of Agricultural Trade-related Policies In China"
2020,"Political Geography"
2020,"Polymers"
2020,"Popular Music"
2020,"Population Health Management"
2020,"Population Research and Policy Review"
2020,"Population, Space and Place"
2020,"Portal"
2020,"Poultry Science"
2020,"Practical Radiation Oncology"
2020,"Prague Economic Papers"
2020,"Precision Agriculture"
2020,"Precision Agriculture Technologies for Food Security and Sustainability"
2020,"Present Knowledge in Nutrition: Clinical and Applied Topics in Nutrition"
2020,"Preventing Chronic Disease"
2020,"Preventive Medicine"
2020,"Preventive Medicine Reports"
2020,"Preventive Veterinary Medicine"
2020,"Procedia Manufacturing"
2020,"Proceedings - 2020 19th ACM/IEEE International Conference on Information Processing in Sensor Networks, IPSN 2020"
2020,"Proceedings - 2020 IEEE International Conference on Big Data, Big Data 2020"
2020,"Proceedings - 2020 IEEE International Conference on Environment and Electrical Engineering and 2020 IEEE Industrial and Commercial Power Systems Europe, EEEIC / I and CPS Europe 2020"
2020,"Proceedings - 2020 IEEE/ACM 17th International Conference on Mining Software Repositories, MSR 2020"
2020,"Proceedings - IEEE International Conference on Data Mining, ICDM"
2020,"Proceedings - IEEE Symposium on Computer-Based Medical Systems"
2020,"Proceedings of SPIE - The International Society for Optical Engineering"
2020,"Proceedings of the 13th International Conference on Educational Data Mining, EDM 2020"
2020,"Proceedings of the 2016 Industrial and Systems Engineering Research Conference, ISERC 2016"
2020,"Proceedings of the 2020 IISE Annual Conference"
2020,"Proceedings of the 32nd Innovative Applications of Artificial Intelligence Conference, IAAI 2020"
2020,"Proceedings of the ACM on Human-Computer Interaction"
2020,"Proceedings of the Annual Hawaii International Conference on System Sciences"
2020,"Proceedings of the ASME Design Engineering Technical Conference"
2020,"Proceedings of the Association for Information Science and Technology"
2020,"Proceedings of the Conference on Production Systems and Logistics"
2020,"Proceedings of the International Conference of Architectural Science Association"
2020,"Proceedings of the National Academy of Sciences of the United States of America"
2020,"Proceedings of the Royal Society B: Biological Sciences"
2020,"Proceedings of the Royal Society of Queensland"
2020,"Proceedings of the World Conference on Smart Trends in Systems, Security and Sustainability, WS4 2020"
2020,"Processes"
2020,"Professional Case Management"
2020,"Professional Geographer"
2020,"Progress in Community Health Partnerships: Research, Education, and Action"
2020,"Progress in Education"
2020,"Progress in Nutrition"
2020,"Progress in Palliative Care"
2020,"Progress in Physical Geography"
2020,"Progress in Planning"
2020,"Progress in Plant Protection"
2020,"PS - Political Science and Politics"
2020,"Psychiatric Services"
2020,"Psychology of Aesthetics, Creativity, and the Arts"
2020,"Public Choice"
2020,"Public Health"
2020,"Public Health Nursing"
2020,"Public Health Nutrition"
2020,"Public Health Perspectives on Disability: Science, Social Justice, Ethics, and Beyond, Second Edition"
2020,"Public Health Reports"
2020,"Public Health Reviews"
2020,"Public Policy and Administration"
2020,"Public Socology: An introduction to Australian society, 4th edition"
2020,"Publishing Research Quarterly"
2020,"Punjab Geographer"
2020,"Punjab University Journal of Zoology"
2020,"Qualitative Health Research"
2020,"Qualitative Research Journal"
2020,"Quality and Quantity"
2020,"Quality of Life Research"
2020,"Quantitative Economics"
2020,"Queensland Review"
2020,"Race, Ethnicity, and Consumption: A Sociological View"
2020,"Rangeland Ecology and Management"
2020,"Rediscovery of Genetic and Genomic Resources for Future Food Security"
2020,"Reflexive Ethnographic Practice: Three Generations of Social Researchers in One Place"
2020,"Regional and Sectoral Economic Studies"
2020,"Regional Environmental Change"
2020,"Regional Science Inquiry"
2020,"Regional Science Policy and Practice"
2020,"Rehabilitation Counseling Bulletin"
2020,"Rehabilitation Nursing"
2020,"Reliability Engineering and System Safety"
2020,"Religions"
2020,"Remote and Rural Dementia Care: Implications for Research, Policy and Practice"
2020,"Remote Sensing"
2020,"Remote Sensing and GIScience: Challenges and Future Directions"
2020,"Remote Sensing in Ecology and Conservation"
2020,"Remote Sensing of Environment"
2020,"Renewable Agriculture and Food Systems"
2020,"Renewable and Sustainable Energy Reviews"
2020,"Renewable Energy"
2020,"Renewable Energy Focus"
2020,"Research Anthology on Food Waste Reduction and Alternative Diets for Food and Nutrition Security"
2020,"Research Anthology on Instilling Social Justice in the Classroom"
2020,"Research Anthology on School Shootings, Peer Victimization, and Solutions for Building Safer Educational Institutions"
2020,"Research for Development"
2020,"Research Handbook on Community Development"
2020,"Research in Globalization"
2020,"Research in Higher Education"
2020,"Research in International Business and Finance"
2020,"Research in Nursing and Health"
2020,"Research in the Teaching of English"
2020,"Research in World Economy"
2020,"Research Policy"
2020,"Resource and Energy Economics"
2020,"Resources, Conservation and Recycling"
2020,"Rethinking Food and Agriculture: New Ways Forward"
2020,"Rethinking Wilderness and the Wild: Conflict, Conservation and Co-existence"
2020,"Retina"
2020,"Review of Development Economics"
2020,"Review of Economics and Statistics"
2020,"Review of Economics of the Household"
2020,"Review of Environmental Economics and Policy"
2020,"Review of Financial Studies"
2020,"Review of Higher Education"
2020,"Review of Industrial Organization"
2020,"Review of International Economics"
2020,"Review of Regional Studies"
2020,"Reviews in Chemical Engineering"
2020,"Revista Brasileira de Parasitologia Veterinaria"
2020,"Revista Catalana de Dret Ambiental"
2020,"Revista Chilena de Nutricion"
2020,"Revista Facultad de Medicina"
2020,"Revista Panamericana de Salud Publica/Pan American Journal of Public Health"
2020,"Revue d'Epidemiologie et de Sante Publique"
2020,"Revue Medicale Suisse"
2020,"Rhizosphere"
2020,"Rice"
2020,"Risk Analysis"
2020,"Rivista di Studi sulla Sostenibilita"
2020,"Routledge Handbook of Ecocultural Identity"
2020,"Routledge Handbook of Food Waste"
2020,"Routledge Handbook of Gender and Agriculture"
2020,"Routledge Handbook of Sustainable and Regenerative Food Systems"
2020,"Rural and Remote Health"
2020,"Rural Society"
2020,"Rural Sociology"
2020,"Rural Teacher Education: Connecting Land and People"
2020,"Russian Journal of Economics"
2020,"Sabrao Journal of Breeding and Genetics"
2020,"SAGE Open"
2020,"SAGE Open Medicine"
2020,"Scandinavian Journal of Medicine and Science in Sports"
2020,"Science Advances"
2020,"Science and Technology Libraries"
2020,"Science of the Total Environment"
2020,"Scientia Horticulturae"
2020,"Scientific African"
2020,"Scientific Data"
2020,"Scientific Reports"
2020,"Scientific World Journal"
2020,"Scientifica"
2020,"Security and Privacy of Electronic Healthcare Records"
2020,"Seismological Research Letters"
2020,"Sel'skokhozyaistvennaya Biologiya"
2020,"Semina:Ciencias Agrarias"
2020,"Sensors (Switzerland)"
2020,"Sensors and Actuators, B: Chemical"
2020,"Sex Education"
2020,"Sexual Health"
2020,"Sexually Transmitted Diseases"
2020,"Sexually Transmitted Infections"
2020,"Shaping Summertime Experiences: Opportunities to Promote Healthy Development and Well-Being for Children and Youth"
2020,"SIGITE 2020 - Proceedings of the 21st Annual Conference on Information Technology Education"
2020,"Signals in the Soil: Developments in Internet of Underground Things"
2020,"Small-scale Forestry"
2020,"Smart and Sustainable Built Environment"
2020,"Smart and Sustainable Manufacturing Systems"
2020,"Smart Innovation, Systems and Technologies"
2020,"Smith College Studies in Social Work"
2020,"Social and Cultural Geography"
2020,"Social Currents"
2020,"Social Forces"
2020,"Social Indicators Research"
2020,"Social Problems"
2020,"Social Psychological and Personality Science"
2020,"Social Science and Medicine"
2020,"Social Science Quarterly"
2020,"Social Sciences"
2020,"Social Service Review"
2020,"Social Studies of Science"
2020,"Social Work in Rural Australia: Enabling practice"
2020,"Society and Economy"
2020,"Society and Natural Resources"
2020,"Sociolinguistic Studies"
2020,"Sociologia Ruralis"
2020,"Sociological Inquiry"
2020,"Sociological Spectrum"
2020,"Sociology Compass"
2020,"Socius"
2020,"Soil and Tillage Research"
2020,"Soil Biology and Biochemistry"
2020,"Soil Science and Plant Nutrition"
2020,"Soil Science Society of America Journal"
2020,"Soil Systems"
2020,"South African Journal of Clinical Nutrition"
