doi,"title",year
10.23919/acc.2019.8814893,"Short-term forecast and dual state-parameter estimation for Japanese Encephalitis transmission using ensemble Kalman filter",2019
10.1155/2021/9949802,"Poverty Reduction Effect of New-Type Agricultural Cooperatives: An Empirical Analysis Using Propensity Score Matching and Endogenous Switching Regression Models",2021
10.1007/s13253-017-0303-8,"The 2012 Census of Agriculture: A Capture–Recapture Analysis",2017
10.4324/9781315284057,"Agronomy for development: The politics of knowledge in agricultural research",2017
10.1016/j.jglr.2017.07.005,"Long-term decline in stream total phosphorus concentrations: A pervasive pattern in all watershed types in Ontario",2017
10.1016/j.jglr.2018.01.006,"Use of manure nutrients from concentrated animal feeding operations",2018
10.1016/j.jglr.2018.02.009,"Phytoplankton and benthic algal response to ecosystem engineers and multiple stressors in the nearshore of Lake Huron",2018
10.1016/j.jglr.2018.06.004,"Landscape and flow path-based nutrient loading metrics for evaluation of in-stream water quality in Saginaw Bay, Michigan",2018
10.1016/j.jglr.2021.09.011,"Linking multi-media modeling with machine learning to assess and predict lake chlorophyll a concentrations",2021
10.1016/j.jglr.2023.03.009,"Is glyphosate an underlying cause of increased dissolved reactive phosphorus loading in the Western Lake Erie basin?",2023
10.1111/cobi.13960,"Accounting for spatial heterogeneity in the added conservation value of land protection when prioritizing protected areas",2022
10.1111/ele.13786,"Historical decrease in agricultural landscape diversity is associated with shifts in bumble bee species occurrence",2021
10.4324/9781003383925-11,"Peasant agriculture in tropical Africa",2023
10.1111/gcbb.12846,"Brassica carinata biomass, yield, and seed chemical composition response to nitrogen rates and timing on southern Coastal Plain soils in the United States",2021
10.1111/gcbb.12919,"Quantifying the effects of varietal types × management on the spatial variability of sorghum biomass across US environments",2022
10.3389/fsoc.2020.518797,"The Sociology of Intra-African Pastoralist Migration: The Case of Tanzania",2020
10.3233/SJI-190587,"Malawi population and housing census technological trajectory: Unpacking 2018 experience",2020
10.3233/SJI-190590,"Linking the population and housing census and the census of agriculture for the 2020 round: Advantages and challenges",2020
10.1002/1348-9585.12115,"Size of company of the longest-held job and mortality in older Japanese adults: A 6-year follow-up study from the Japan Gerontological Evaluation Study",2020
10.1016/j.apergo.2016.08.008,"Effects of milking unit design on upper extremity muscle activity during attachment among U.S. large-herd parlor workers",2017
10.2979/jfolkrese.56.1.01,"“Now you can drink that alcohol … but smoking’s a sin”: Stigma and the production of Kentucky Heritage",2019
10.1155/2018/3193185,"Reducing Phenolics Related to Bitterness in Table Olives",2018
10.1016/B978-0-12-815357-4.00013-4,"The concept of Zero Waste",2019
10.24266/0738-2898-35.1.1,"The impact of substrate and irrigation interval on the post-transplant root growth of container-grown zinnia and tomato",2017
10.24266/0738-2898-35.1.13,"Spray deposition inside multiple-row nursery trees with a laser-guided sprayer",2017
10.24266/0738-2898-37.4.120,"Research priorities of the environmental horticultural industry founded through consensus",2019
10.24266/0738-2898-38.2.50,"Ranking resistance of buxus cultivars to boxwood blight - An integrated analysis",2020
10.24266/0738-2898-38.3.73,"Economic contributions of the green industry in the united states in 2018",2020
10.24266/0738-2898-39.1.1,"Rooting response of boxwood cultivars to hot water treatment and thermal sensitivity of calonectria henricotiae and C. Pseudonaviculata in diseased boxwood (buxus spp.)",2021
10.24266/0738-2898-39.3.91,"Analyzing the structural shifts in u.S. boxwood production due to boxwood blight",2021
10.24266/2573-5586-40.4.154,"Evaluation of annual and herbaceous perennial plants for susceptibility to Phytophthora root and crown rot in the Southeastern United States",2022
10.1109/CASE49439.2021.9551401,"A Portable Agricultural Robot for Continuous Apparent Soil Electrical Conductivity Measurements to Improve Irrigation Practices",2021
10.1109/GHTC.2017.8239328,"UAV imaging with low-cost multispectral imaging system for precision agriculture applications",2017
10.1057/978-1-137-60243-5,"The economy of Ghana: 50 years of economic development",2018
10.5423/RPD.2021.27.4.164,"Response to Fungicides of Colletotrichum spp. Isolated from Red Peppers in Sunchang, Korea",2021
10.3389/frsus.2022.1024100,"Sustainability potential of app-based food loss measurement: Farmers' perspectives in southwestern British Columbia, Canada",2022
10.3389/frsus.2020.600394,"Securing Data in Life Sciences—A Plant Food (Edamame) Systems Case Study",2020
10.1108/GKMC-08-2017-0070,"Information needs and accessibility by fish farmers in the southern highlands of Tanzania",2018
10.1108/GKMC-11-2019-0136,"Telecenters and the expansion of human capabilities among rural women",2020
10.1002/er.4006,"Biofuel supply chain optimal design considering economic, environmental, and societal aspects towards sustainability",2018
10.1002/ird.2091,"A Model to Assess the Economic Viability of Alfalfa Production Under Subsurface Drip Irrigation in California",2017
10.1002/ird.2365,"STATISTICAL DATA COLLECTION METHODOLOGIES OF IRRIGATED AREAS AND THEIR LIMITATIONS: A REVIEW",2019
10.1002/ird.2840,"Potential of implementing irrigation in rainfed agriculture in Quebec: A review of climate change-induced challenges and adaptation strategies",2023
10.1002/ird.2862,"Trends and future of agricultural irrigation in Michigan and Indiana",2023
10.3961/jpmph.19.172,"Association between convenience of transportation and unmet healthcare needs of rural elderly in Korea",2019
10.1097/PEC.0000000000001210,"Transitions of Care: The Presence of Written Interfacility Transfer Guidelines and Agreements for Pediatric Patients",2019
10.1111/ppa.13645,"Identification and distribution of fungal pathogens associated with seedling blight of rice in the southern United States",2023
10.1002/cft2.20187,"Corn yield response to starter nitrogen rates following a cereal rye cover crop",2022
10.1002/cft2.20237,"Ancient spring wheat production in Wyoming",2023
10.1016/j.biocon.2017.10.003,"Inventory and prioritization for the conservation of crop wild relatives in The Netherlands under climate change",2017
10.1016/j.biocon.2018.06.021,"Higher bat and prey abundance at organic than conventional soybean fields",2018
10.1016/j.biocon.2019.05.048,"Non-linear relationships between human activities and wolf-livestock depredations",2019
10.1016/j.biocon.2019.07.025,"Integrating citizen science and remotely sensed data to help inform time-sensitive policy decisions for species of conservation concern",2019
10.1016/j.biocon.2020.108832,"Using integrated population models to prioritize region-specific conservation strategies under global change",2020
10.1016/j.biocon.2021.109144,"Potential distribution and connectivity for recolonizing cougars in the Great Lakes region, USA",2021
10.1016/j.biocon.2023.110193,"Exploring motives for participation in a perpetual easement program: Going beyond financial incentives",2023
10.1016/j.telpol.2022.102396,"Impact of broadband penetration on U.S. Farm productivity: A panel approach",2022
10.1080/23251042.2017.1335380,"Is seeing believing? Applying a realist framework to examine agriculture and climate change",2017
10.1080/23251042.2019.1643548,"Perceptions of fairness in common-pool resource access: farmer responses to new agricultural water use restrictions in Idaho",2019
10.1080/23251042.2023.2247627,"Agricultural landowner perspectives on wind energy development in Alberta, Canada: insights from the lens of energy justice and democracy",2023
10.1016/j.regsus.2023.08.006,"Expert elicitations of smallholder agroforestry practices in Seychelles: A SWOT-AHP analysis",2023
10.1109/TII.2020.2992229,"Convolutional Neural Networks and Transfer Learning for Quality Inspection of Different Sugarcane Varieties",2021
10.1016/j.heliyon.2018.e00904,"Nutrient enrichment in wadeable urban streams in the Piedmont Ecoregion of the Southeastern United States",2018
10.1016/j.heliyon.2019.e01425,"Natural habitat fragments obscured the distance effect on maintaining the diversity of insect pollinators and crop productivity in tropical agricultural landscapes",2019
10.1016/j.heliyon.2021.e05973,"Environmentally stable common bean genotypes for production in different agro-ecological zones of Tanzania",2021
10.1016/j.heliyon.2021.e06238,"Conservation management practices reduce non-point source pollution from grazed pastures",2021
10.1016/j.heliyon.2021.e06308,"Water use efficiency, grain yield, and economic benefits of common beans (Phaseolus vulgaris L.) under four soil tillage systems in Mukono District, Uganda",2021
10.1016/j.heliyon.2021.e06592,"Does social capital improve farm productivity and food security? Evidence from cocoa-based farming households in Southwestern Nigeria",2021
10.1016/j.heliyon.2022.e10979,"A recent (2009–2021) perspective on sustainable color and textile coloration using natural plant resources",2022
10.1016/j.heliyon.2023.e17039,"Smallholder rice farmers profitability in Agricultural Marketing Co-operative Societies in Tanzania: A case of Mvomero and Mbarali districts",2023
10.1016/j.heliyon.2023.e17345,"Cooperatives and sustainability: The case of maize producers in the plateaux region of Togo",2023
10.1016/j.heliyon.2023.e18391,"Spatial differences of specialty agriculture development in the mountainous areas of China – “one village, one product” as an example",2023
10.1016/j.meatsci.2018.01.019,"The effect of grazing system intensification on the growth and meat quality of beef cattle in the Brazilian Atlantic Forest biome",2018
10.1016/j.apgeog.2018.11.001,"Ecosystem productivity response to environmental forcing, prospect for improved rain-fed cropping productivity in lake Kyoga Basin",2019
10.1016/j.apgeog.2019.02.006,"Dynamics of Utah's agricultural landscapes in response to urbanization: A comparison between irrigated and non-irrigated agricultural lands",2019
10.1016/j.apgeog.2021.102500,"Assessing water security across scales: A case study of the United States",2021
10.1016/j.apgeog.2022.102636,"Spatiotemporal dynamics of rice–crayfish field in Mid-China and its socioeconomic benefits on rural revitalisation",2022
10.1016/j.apgeog.2023.102953,"Climate change hotpots and their implications on rain-fed cropping system in a tropical environment",2023
10.1016/j.apgeog.2023.103053,"What role can farmers markets play in the larger context of food access? A simulation model with application to the state of Maine",2023
10.5572/KOSAE.2021.37.6.919,"A Study on Ammonia Emission Characteristics in Naturally Ventilated Hanwoo-barn",2021
10.1002/ppul.24377,"Regional variations in longitudinal pulmonary function: A comparison of Hispanic and non-Hispanic subjects with cystic fibrosis in the United States",2019
10.3390/geosciences13060176,"A Spatiotemporal Characterization of Water Resource Conditions and Demands as Influenced by the Hydrogeologic Framework of the Willcox Groundwater Basin, Southeastern Arizona, USA",2023
10.4324/9780429047176,"Jamaica and the sugar worker cooperatives: The politics of reform",2019
10.1002/jid.3364,"Estimating the Impact of Salinity Stress on Livelihood Choices and Incomes in Rural Bangladesh",2018
10.1002/jid.3497,"Gendered Intra-Household Decision-Making Dynamics in Agricultural Innovation Processes: Assets, Norms and Bargaining Power",2020
10.1108/JICES-11-2018-0085,"Challenges associated with the use of information and communication technologies in information sharing by fish farmers in the Southern highlands of Tanzania",2020
10.3390/ijerph14070826,"Worldwide regulations of standard values of pesticides for human health risk control: A review",2017
10.3390/ijerph14101106,"Agricultural capacity to increase the production of select fruits and vegetables in the US: A geospatial modeling analysis",2017
10.3390/ijerph15051041,"Identifying the driving factors of water quality in a sub-watershed of the republican river basin, Kansas USA",2018
10.3390/ijerph15081686,"Prevalence of microbiological and chemical contaminants in private drinking water wells in maryland, usa",2018
10.3390/ijerph16173079,"African american exposure to prescribed fire smoke in Georgia, USA",2019
10.3390/ijerph16183418,"Evaluation of methicillin-resistant staphylococcus aureus carriage and high livestock production areas in north carolina through active case finding at a tertiary care hospital",2019
10.3390/ijerph17103415,"Mineral intake status of community-dwelling elderly from urban and rural areas of south korea: A cross-sectional study based on Korean national health and nutrition examination survey, 2013~2016",2020
10.3390/ijerph18073563,"An analysis of suicide risk factors among farmers in the midwestern United States",2021
10.3390/ijerph18136867,"COVID-19' s impact on american women’s food insecurity foreshadows vulnerabilities to climate change",2021
10.3390/ijerph18189733,"Food safety in local farming of fruits and vegetables",2021
10.3390/ijerph182010971,"Landslide susceptibility assessment using an automl framework",2021
10.3390/ijerph182111039,"Environmental injustice and industrial chicken farming in maryland",2021
10.3390/ijerph19020862,"Factors Associated with Levels of Organophosphate Pesticides in Household Dust in Agricultural Communities",2022
10.3390/ijerph19042177,"Preliminary Exploration of Weekly Peer Group Discussions as a Strategy for Coping with Feelings Associated with Euthanasia in Dairy Caretakers",2022
10.3390/ijerph19063373,"Risk Factors for Brain Health in Agricultural Work: A Systematic Review",2022
10.3390/ijerph19138025,"Mississippi Farmers’ Interest in and Experience with Farm to School",2022
10.3390/ijerph19148453,"Hydrogeochemical Evaluation of Groundwater Quality Parameters for Ogallala Aquifer in the Southern High Plains Region, USA",2022
10.3390/ijerph191912110,"Evaluating the Effects of Social Capital, Self-Stigma, and Social Identity in Predicting Behavioral Intentions of Agricultural Producers to Seek Mental Health Assistance",2022
10.3390/ijerph192013566,"Mental Health and Substance Use of Farmers in Canada during COVID-19",2022
10.3390/ijerph192114090,"Particulate Matter Emission Factors for Dairy Facilities and Cattle Feedlots during Summertime in Texas",2022
10.3390/ijerph192315588,"Incidence Rates of Agricultural Machine-Related Injuries in South Korea",2022
10.3390/ijerph20105890,"Assessment of the Environmental Impacts of a Localized Food System and Food Waste Reduction in a Water-Scarce Region Using Diet Optimization Models",2023
10.1002/cncr.32128,"Multiple myeloma epidemiology and patient geographic distribution in Canada: A population study",2019
10.3390/agriculture7050044,"A decade of progress in organic cover crop-based reduced tillage practices in the upper Midwestern USA",2017
10.3390/agriculture7110094,"Phytotoxicity and chemical characterization of compost derived from pig slurry solid fraction for organic pellet production",2017
10.3390/agriculture8010016,"Farmers’ knowledge on pesticide safety and pest management practices: A case study of vegetable growers in Chitwan, Nepal",2018
10.3390/agriculture8030031,"Recycling improves soil fertility management in smallholdings in Tanzania",2018
10.3390/agriculture8080119,"Gaseous emissions after soil application of pellet made from composted pig slurry solid fraction: Effect of application method and pellet diameter",2018
10.3390/agriculture9020043,"Studying crop yield response to supplemental irrigation and the spatial heterogeneity of soil physical attributes in a humid region",2019
10.3390/agriculture9040083,"Economic impacts of cover crops for a missouri wheat-corn-soybean rotation",2019
10.3390/agriculture10030074,"New evaluation of small farms: Implication for an analysis of food security",2020
10.3390/agriculture10070267,"Gender matters: Climate change, gender bias, and women’s farming in the global south and north",2020
10.3390/agriculture10090372,"The perceived benefits, challenges, and environmental effects of cover crop implementation in south carolina",2020
10.3390/agriculture10100468,"Currents status, challenges, and future directions in identifying critical source areas for non-point source pollution in canadian conditions",2020
10.3390/agriculture11040282,"Agricultural potential of the eu countries: How far are they from the USA?",2021
10.3390/agriculture11040329,"Stakeholder’s risk perceptions ofwild pigs: Is there a gender difference?",2021
10.3390/agriculture11050421,"The urban and peri-urban farms (Upfs) relational model: The case of greater Poland voivodeship, Poland",2021
10.3390/agriculture11050455,"Farming systems changes in the urban shadow: A mixed approach based on statistical analysis and expert surveys",2021
10.3390/agriculture11060507,"Determinants of rice farmers’ willingness to pay for conservation and sustainable use of swampy wetlands in ghana’s northern and ashanti regions",2021
10.3390/agriculture11060518,"Structural changes in israeli family farms: Long-run trends in the farm size distribution and the role of part-time farming",2021
10.3390/agriculture11080742,"Response of cover crops to phytopythium vexans, phytophthora nicotianae, and rhizoctonia solani, major soilborne pathogens of woody ornamentals",2021
10.2136/sssaj2019.03.0090,"Grassland Retention in the North America Midwest after Periods of High Commodity Prices and Climate Variability",2019
10.2136/sssaj2018.12.0493,"Dolomite and Micronutrient Fertilizer Affect Phosphorus Fate in Pine Bark Substrate used for Containerized Nursery Crop Production",2019
10.4195/nse2019.01.0001,"Extension Agents’ Perceptions of Climate Change and Training Needs",2019
10.1002/nse2.20035,"Training future agriculture professionals in landowner–tenant conservation decision-making",2021
10.4195/nse2017.09.0021,"Assessing Student Demographics in a Non-Land-Grant University Department of Agriculture",2017
10.1002/nse2.20013,"Assessment and perception of student farm background in an introductory agriculture course",2020
10.1002/nse2.20074,"Audience engagement when disseminating livestock information through infographics on social media",2021
10.1002/nse2.20106,"Plant blindness represents the loss of generational knowledge and cultural identity",2023
10.1108/S0278-120420230000040007,"A PLANETARY POLITICAL ECOLOGY FOR RELICT SPECIES: THE ABANDONMENT OF SOCIETIES AND ENVIRONMENTS",2023
10.3390/ani8110198,"Antibiotic use on goat farms: An investigation of knowledge, attitudes, and behaviors of Missouri goat farmers",2018
10.3390/ani9121042,"Fattening pig farmers’ intention to participate in animal welfare programs",2019
10.3390/ani11010100,"Integrated crop-livestock systems for nitrogen management: A multi-scale spatial analysis",2021
10.3390/s21155231,"Classifying ingestive behavior of dairy cows via automatic sound recognition",2021
10.3390/s21175804,"Non-destructive identification of naturally aged alfalfa seeds via multispectral imaging analysis",2021
10.3389/fpls.2020.00082,"Pod Dehiscence in Hairy Vetch (Vicia villosa Roth)",2020
10.3389/fpls.2021.700708,"Self-Fertilization, Inbreeding, and Yield in Alfalfa Seed Production",2021
10.3389/fpls.2022.836702,"A Meta-Analysis of Biostimulant Yield Effectiveness in Field Trials",2022
10.3389/fpls.2022.848631,"Whole Genome Re-sequencing and Bulk Segregant Analysis Reveals Chromosomal Location for Papaya Ringspot Virus W Resistance in Squash",2022
10.3389/fpls.2023.1142462,"Precise control of water stress in the field reveals different response thresholds for forage yield and digestibility of maize hybrids",2023
10.3389/fpls.2017.00219,"Combined application of biofertilizers and inorganic nutrients improves sweet potato yields",2017
10.1016/j.socscimed.2021.114137,"Green space and suicide mortality in Japan: An ecological study",2021
10.3390/hydrology6010015,"Some challenges in hydrologic model calibration for large-scale studies: A case study of SWAT model application to Mississippi-Atchafalaya River Basin",2019
10.1017/9781108539654,"The kings of Mississippi: Race, religious education, and the making of a middle-class black family in the segregated south",2019
10.1016/j.crsust.2021.100097,"On-farm land management strategies and production challenges in United States organic agricultural systems",2021
10.1016/j.psj.2020.12.019,"Social-economic impact of chicken production on resource-constrained communities in Dodoma, Tanzania",2021
10.1016/j.ecoleng.2017.06.048,"Subsurface tile drained area detection using GIS and remote sensing in an agricultural watershed",2017
10.1016/j.ecoleng.2022.106696,"The flood reduction and water quality impacts of watershed-scale natural infrastructure implementation in North Carolina, USA",2022
10.3390/foods10061250,"Impact of feeding cover crop forage containing brassicas to steers during backgrounding on palatability attributes of beef strip steaks",2021
10.1016/j.hlpt.2018.07.004,"Evaluating the adequacy of medical care systems in Hokkaido, Japan",2018
10.1016/j.erss.2017.03.002,"The political economy of bioenergy in the United States: A historical perspective based on scenarios of conflict and convergence",2017
10.1016/j.erss.2018.07.024,"Korean traditional beliefs and renewable energy transitions: Pungsu, shamanism, and the local perception of wind turbines",2018
10.1016/j.erss.2018.08.012,"Tradeoffs, balancing, and adaptation in the agriculture-oil and gas nexus: Insights from farmers and ranchers in the United States",2019
10.1016/j.erss.2020.101873,"Farmers vs. lakers: Agriculture, amenity, and community in predicting opposition to United States wind energy development",2021
10.1016/j.erss.2022.102731,"Can we have clean energy and grow our crops too? Solar siting on agricultural land in the United States",2022
10.1016/j.jenvrad.2020.106452,"Impact of soil erosion potential uncertainties on numerical simulations of the environmental fate of radiocesium in the Abukuma River basin",2020
10.1016/j.jwpe.2018.08.007,"iDST: An integrated decision support tool for treatment and beneficial use of non-traditional water supplies – Part II. Marcellus and Barnett Shale case studies",2018
10.1080/10420150.2017.1402329,"ESR analysis of natural and gamma irradiated coriander (Coriandrum sativum L.) seeds",2017
10.1016/j.techsoc.2020.101260,"Understanding the use of mobile banking in rural areas of Brazil",2020
10.1016/j.techsoc.2021.101591,"Mechanisation of small-scale farms in South Asia: Empirical evidence derived from farm households survey",2021
10.1016/j.techsoc.2022.102087,"The adoption and usage of precision agriculture technologies in North Dakota",2022
10.1016/j.techsoc.2023.102202,"Adoption of computer-based technology (CBT) in agriculture in Kentucky, USA: Opportunities and barriers",2023
10.1016/j.techsoc.2023.102389,"The disposition of data from precision agricultural technologies: What do young agriculturalists think?",2023
10.3354/cr01490,"Contextual analysis of dynamic drought perception among small farmers in Jamaica",2017
10.1089/env.2020.0045,"Environmental Justice and the Mississippi Poultry Farming Industry",2022
10.1089/env.2020.0055,"MD EJSCREEN v2.0: Visualizing Overburdening of Environmental Justice Issues Using the Updated Maryland Environmental Justice Screening Tool",2022
10.3303/CET1758094,"Potential production of biogas from prinkly pear (opuntia ficus-indica L.) in sicilian uncultivated areas",2017
10.3303/CET1758018,"Survey on the status of enforcement of european directives on health and safety at work in some farms of central Italy",2017
10.1016/S2095-3119(16)61396-5,"Developing crop specific area frame stratifications based on geospatial crop frequency and cultivation data layers",2017
10.1016/S2095-3119(17)61756-8,"The prospects for China's food security and imports: Will China starve the world via imports?",2017
10.1002/gdj3.53,"Historical watershed stressors for the Laurentian Great Lakes",2018
10.1071/AN15423,"Reasons for keeping dairy goats in Tanzania, and possible goals for a sustainable breeding program",2017
10.1071/AN16023,"Smallholder large ruminant health and production in Lao PDR: Challenges and opportunities for improving domestic and regional beef supply",2017
10.1071/AN16164,"Socioeconomic impact of forage-technology adoption by smallholder cattle farmers in Cambodia",2018
10.1071/AN20517,"Provision of urea-molasses blocks to improve smallholder cattle weight gain during the late dry season in tropical developing countries: Studies from Lao PDR",2021
10.1071/AN19709,"An investigation of interventions associated with improved cattle and buffalo reproductive performance and farmer knowledge on smallholder farms in Lao PDR",2021
10.1016/j.jup.2018.09.003,"Providing irrigation water as a public utility to enhance agricultural productivity in Uganda",2018
10.3390/ijms231911494,"Mechanisms of Kale (Brassica oleracea var. acephala) Tolerance to Individual and Combined Stresses of Drought and Elevated Temperature",2022
10.1093/cdn/nzy007,"Capacity of the US food system to accommodate improved diet quality: A biophysical model projecting to 2030",2018
10.35588/rivar.v9i26.5532,"Agro-Food Valorization in Dairy Cooperatives in Nova Scotia (Canada) and Cienfuegos (Cuba)",2022
10.3917/cdge.063.0099,"Agricultrices et diversification agricole : L'empowerment pour comprendre l'évolution des rapports de pouvoir sur les exploitations en France et aux États-Unis",2017
10.1016/j.biombioe.2016.12.015,"Resiliency optimization of biomass to biofuel supply chain incorporating regional biomass pre-processing depots",2017
10.1016/j.biombioe.2017.10.014,"Exploring the potential of grass feedstock from marginal land in Ireland: Does marginal mean lower yield?",2017
10.1016/j.biombioe.2018.03.005,"Economic assessment of landowners’ willingness to supply energy crops on marginal lands in the northeastern of the United States",2018
10.1016/j.biombioe.2018.06.018,"Willingness to produce perennial bioenergy crops: A contingent supply approach",2018
10.1016/j.biombioe.2020.105598,"(Stop) burning for biogas. Enabling positive sustainability trade-offs with business models for biogas from rice straw",2020
10.1016/j.biombioe.2021.106257,"Catalytic and inhibitory roles of K and Ca in the pyrolysis and CO2 or steam gasification of Erianthus, and their effects on co-gasification performance",2021
10.1016/j.compchemeng.2017.04.021,"Optimization formulations for multi-product supply chain networks",2017
10.1016/j.compchemeng.2021.107223,"Integrating environmental and social impacts into optimal design of guayule and guar supply chains",2021
10.1016/j.envpol.2018.02.039,"Assessment of particulate matter and ammonia emission concentrations and respective plume profiles from a commercial poultry house",2018
10.1016/j.envpol.2019.113568,"Antibiotic resistance genes, class 1 integrons, and IncP-1/IncQ-1 plasmids in irrigation return flows",2020
10.1016/j.envpol.2022.120493,"Atmospheric deposition of particulate matter from beef cattle feedlots is a likely contributor of pyrethroid occurrence in isolated wetland sediment: Source apportionment and ecological risk assessment",2023
10.1016/j.envpol.2022.120817,"The antimicrobial resistance profiles of Escherichia coli and Pseudomonas aeruginosa isolated from private groundwater wells in the Republic of Ireland",2023
10.1016/j.envpol.2023.122537,"Simulated nitrous oxide emissions from multiple agroecosystems in the U.S. Corn Belt using the modified SWAT-C model",2023
10.17170/kobra-2018121865,"Understanding the emergence and evolution of pastoral community groups from the perspective of community members and external development actors in northern kenya",2018
10.1093/jas/sky414,"Early career achievement award: Supplementing omega-6 fatty acids to enhance early embryonic development and pregnancy establishment in Bos indicus and B. taurus beef cows",2019
10.1093/jas/skz157,"CELL BIOLOGY SYMPOSIUM: METABOLIC RESPONSES to STRESS: From ANIMAL to CELL: Poor maternal nutrition during gestation: Effects on offspring whole-body and tissue-specific metabolism in livestock species",2019
10.1093/jas/skz249,"Effects of endophyte-infected tall fescue seed and protein supplementation on stocker steers: I. Growth performance and hemodynamic responses",2019
10.1093/jas/skz173,"Beef species-ruminant nutrition cactus beef symposium: A role for beef cattle in sustainable U.S. Food production",2019
10.1093/jas/skz291,"The effects of improved performance in the U.S. dairy cattle industry on environmental impacts between 2007 and 2017",2020
10.1093/jas/skac160,"ASAS-NANP Symposium: Mathematical Modeling in Animal Nutrition: Opportunities and challenges of confined and extensive precision livestock production",2022
10.1093/jas/skad013,"H-ferritin in sows' colostrum- and milk-derived extracellular vesicles: a novel iron delivery concept",2023
10.1002/rra.3484,"Economic benefits of improved water quality in the Delaware River (USA)",2019
10.3390/rs13204152,"Within-field yield prediction in cereal crops using lidar-derived topographic attributes with geographically weighted regression models",2021
10.3390/rs13234920,"Sentinel-2 time series analysis for identification of underutilized land in europe",2021
10.3390/rs13245005,"A robust hybrid deep learning model for spatiotemporal image fusion",2021
10.3390/rs14010165,"The Dynamic Relationship between Air and Land Surface Temperature within the Madison,Wisconsin Urban Heat Island",2022
10.3390/rs14020393,"Digital In Situ Data Collection in Earth Observation, Monitoring and Agriculture—Progress towards Digital Agriculture",2022
10.3390/rs14071660,"ping Evapotranspiration from Remotely ferent Elevations",2022
10.3390/rs14215519,"An Extensive Field-Scale Dataset of Topsoil Organic Carbon Content Aimed to Assess Remote Sensed Datasets and Data-Derived Products from Modeling Approaches",2022
10.3390/rs14225803,"Multi-Horizon Predictive Soil Mapping of Historical Soil Properties Using Remote Sensing Imagery",2022
10.3390/rs15122980,"AgriSen-COG, a Multicountry, Multitemporal Large-Scale Sentinel-2 Benchmark Dataset for Crop Mapping Using Deep Learning",2023
10.1016/j.ssmqr.2023.100347,"Fit Around the Farm: A holistic approach to health promotion for elders",2023
10.3390/foods10092206,"The role of local seasonal foods in enhancing sustainable food consumption: A systematic literature review",2021
10.3390/foods11050646,"Nutritional Benefits from Fatty Acids in Organic and Grass-Fed Beef",2022
10.3390/foods11213512,"Motivations and Challenges for Adoption of Organic Grain Production: A Qualitative Study of Iowa Organic Farmers",2022
10.3390/foods12091854,"Measuring the Effectiveness of Food Policy Councils in Major Cities in the United States",2023
10.1016/j.reseneeco.2019.101143,"Depletion, climate, and the incremental value of groundwater",2021
10.1016/j.reseneeco.2020.101185,"The measurement of environmental economic inefficiency with pollution-generating technologies",2020
10.1016/j.reseneeco.2021.101279,"Integrated assessment of nitrogen runoff to the Gulf of Mexico",2022
10.3390/molecules24112112,"Production of stilbenes in callus cultures of the Maltese indigenous grapevine variety, Gellew Za",2019
10.3390/molecules26092515,"Extraction and natural bioactive molecules characterization in spinach, kale and purslane: A comparative study",2021
10.3390/jof7040277,"Isolation and molecular characterization of the romaine lettuce phylloplane mycobiome",2021
10.3390/nu10040407,"Stakeholders’ perceptions of agronomic iodine biofortification: A SWOT-AHP analysis in Northern Uganda",2018
10.1080/23311932.2019.1631026,"Climate-smart practices for improvement of crop yields in mid-hills of Nepal",2019
10.1080/23311932.2018.1429699,"Analysis of profitability of conservation tillage for a soybean monoculture associated with corn as an off-season crop",2018
10.1080/23311932.2019.1611051,"Pathways to sustainable intensification of the coffee-banana agroecosystems in the Mt. Elgon region",2019
10.1080/23311932.2019.1631581,"Institutions, production and transaction costs in the value chain of organic tomatoes and sweet peppers in tourist hotels, Unguja and Arusha",2019
10.1080/23311932.2021.1923619,"The challenges and prospects of Ethiopian agriculture",2021
10.1080/23311932.2018.1550907,"Building an all-hazards agricultural emergency response system to maintain business continuity and promote the sustainable supply of food and agricultural products",2018
10.1080/23311932.2022.2140470,"Exploring farmers’ perception, knowledge, and management techniques of salt-affected soils to enhance rice production on small land holdings in Tanzania",2022
10.1080/23311932.2022.2137058,"Determinants of adoption of enhanced cashew production technologies among smallholder farmers in Mtwara region, Tanzania",2022
10.1080/23311932.2022.2148323,"Climate variability indicators - scientific data versus farmers perception; evidence from southern Ghana",2023
10.1080/23311932.2023.2247166,"Effect of climate variability adaptation strategies on maize yield in the Cape Coast Municipality, Ghana",2023
10.1038/s41597-019-0169-4,"PEST-CHEMGRIDS, global gridded maps of the top 20 crop-specific pesticide application rates from 2015 to 2025",2019
10.1038/s41597-020-00596-x,"Mapping of 30-meter resolution tile-drained croplands using a geospatial modeling approach",2020
10.1038/s41597-021-01048-w,"The changing face of floodplains in the Mississippi River Basin detected by a 60-year land use change dataset",2021
10.1038/s41597-021-01061-z,"Crop production and nitrogen use in European cropland and grassland 1961–2019",2021
10.1038/s41597-022-01293-7,"USEEIO v2.0, The US Environmentally-Extended Input-Output Model v2.0",2022
10.1038/s41597-022-01584-z,"Putting pesticides on the map for pollinator research and conservation",2022
10.1108/IJSSP-07-2016-0082,"Labour turnover and considerations around work: temporary farm workers in South Africa",2018
