,title,doi,year,exists_in_openalex
3137,Assessing the active living environment in three rural towns with a high proportion of Native Hawaiians and other Pacific Islanders,10.15171/hpp.2017.25,2017,True
3138,"Association between whole grain food intake in Canada and nutrient intake, food group intake and diet quality: Findings from the 2015 Canadian Community Health Survey",10.1371/journal.pone.0253052,2021,True
3139,Analysis of Kansas Water Well Policies and Proposal of Nonpublic Household Water Well Recommendations,10.1289/ehp5507,2020,True
3140,Community partnerships in healthy eating and lifestyle promotion: A network analysis,10.1016/j.pmedr.2017.03.007,2017,True
3141,Taking dietary habits into account: A computational method for modeling food choices that goes beyond price,10.1371/journal.pone.0178348,2017,True
3142,Employment Prospects for Agricultural Graduates in Guinea Conakry,10.5897/jaerd2016.0804,2017,True
3143,Resilience Lessons From the Southeast United States Woody Pellet Supply Chain Response to the COVID-19 Pandemic†,10.3389/ffgc.2021.674138,2021,True
3144,Translating surveillance data into incidence estimates,10.1098/rstb.2018.0262,2019,True
3145,Diffusion of Innovations and Public Communication Campaigns: An Examination of The 4R Nutrient Stewardship Program,10.4148/1051-0834.2234,2019,True
3146,Rural Redemption: A Model to Help Understand the Perspectives of Rural Americans Related to Vaccine Science,10.4148/1051-0834.2446,2023,True
3147,Regional Industry Analysis: An Approach for Large and Smaller Economies,10.1177/0891242417690438,2017,True
3148,From Agricultural Waste to Energy: Assessing the Bioenergy Potential of South-Central Texas,10.3390/en17040802,2024,True
3149,Effects of recent energy system changes on CO2 projections for the United States,10.1007/s10098-017-1417-y,2017,True
3150,The irrigation efficiency trap: rational farm-scale decisions can lead to poor hydrologic outcomes at the basin scale,10.3389/fenvs.2023.1188139,2023,True
3151,Flooding Hazard and Vulnerability. An Interdisciplinary Experimental Approach for the Study of the 2016 West Virginia Floods,10.3389/frwa.2021.656417,2021,True
3152,Quantifying the structure of residential water demand in the United States: a Generalized Exact Affine Stone Index demand framework,10.1017/age.2021.18,2021,True
3153,Evaluating the Impact of Improving Access on Consumption of Fruits and Vegetables in a Rural Community in Texas: A Modeling Study,10.1089/heq.2018.0090,2019,True
3154,Institutional development and the dowry death curve across states in India,10.1002/jid.3549,2021,True
3155,"Arizona’s forest resources, 2001-2014",10.2737/rmrs-rb-25,2018,True
3156,Are Developed Countries Outsourcing Pollution?,10.1257/jep.37.3.87,2023,True
3157,Examining Covert Gender Bias: A Case Study in Turkish and English Machine Translation Models,10.18653/v1/2021.inlg-1.7,2021,True
3158,"Gauging Heat Vulnerability in Southeast Florida: A Multimodal Approach Integrating Physical Exposure, Sensitivity, and Adaptive Capacity",10.3390/ijgi12060242,2023,True
3159,"Louisiana Urban and Suburban Homeowners� Fertilizer Management Behavioral Beliefs, Intentions, and Past Behaviors",10.31390/gradschool_dissertations.4687,2022,True
3160,Enforcing Child Support: An Intersectional Approach,10.31390/gradschool_dissertations.5815,2022,True
3161,The Structure of Distributed Scientific Research Teams Affects Collaboration and Research Output,10.22545/2017/00083,2017,True
3162,Climate analogs can catalyze cross-regional dialogs for US specialty crop adaptation,10.1038/s41598-023-35887-x,2023,True
3163,Neighborhood socioeconomic status and low‐value breast cancer care,10.1002/jso.26901,2022,True
3164,Assessing the National Bioengineered Food Disclosure Standard of 2016: Can Americans Access Electronic Disclosure Information?,10.3390/su9060916,2017,True
3165,Assessing the Economic Contributions and Benefits of Consumer Horticulture,10.21273/horttech03784-17,2017,True
3166,Food Security as Ethics and Social Responsibility: An Application of the Food Abundance Index in an Urban Setting,10.3390/ijerph191610042,2022,True
3167,A Comparison of Hazard Vulnerability Indexes for Washington State,10.1515/jhsem-2021-0066,2023,True
3168,Assessing Statewide Need for Older Adult Health Promotion Services: The Oklahoma Experience,10.1080/01488376.2018.1428922,2018,True
3169,"A geospatial approach to identify patterns of antibiotic susceptibility at a neighborhood level in Wisconsin, United States",10.1038/s41598-023-33895-5,2023,True
3170,"Chemical and mechanical control of the invasive shrub Cytisus scoparius in forest clearings in western Washington, USA",10.1017/inp.2020.1,2020,True
3171,Plant Parasitic Nematodes of New Mexico and Arizona,10.1007/978-3-319-99585-4_5,2018,True
3172,Understanding the challenges faced by Michigan’s family farmers: race/ethnicity and the impacts of a pandemic,10.1007/s10460-022-10305-6,2022,True
3173,Dark roads aid movement but increase mortality of a generalist herbivore in the American Southwest,10.1002/ecs2.4508,2023,True
3174,Introduction: Looking for Black Miami,10.33596/anth.408,2020,True
3175,California’s exposure to volcanic hazards,10.3133/sir20185159,2019,True
3176,A review of sustainability metrics for the construction and operation of airport and roadway infrastructure,10.1007/s42524-019-0052-1,2019,True
3177,From Micro to Macro Development,10.3386/w28423,2021,True
3178,The Impact of the Juntos Program: A Qualitative Evaluation,10.1177/0739986318820486,2019,True
3179,"Criminal charge history, handgun purchasing, and demographic characteristics of legal handgun purchasers in California",10.1186/s40621-021-00301-5,2021,True
3180,"Applying the framework to study climate-induced extremes on food, energy, and water systems (C-FEWS): The role of engineered and natural infrastructures, technology, and environmental management in the United States Northeast and Midwest",10.3389/fenvs.2023.1070144,2023,True
3181,Iowa Farm Environmental Leaders' Perspectives on the U.S. Farm Bill Conservation Programs,10.3389/fsufs.2020.497943,2020,True
3182,Driverless Technologies and Their Effects on Insurers and the State: An Initial Assessment,10.1111/rmir.12110,2018,True
3183,Evaluating and Visualizing the Economic Impact of Commercial Districts Due to an Electric Power Network Disruption,10.1111/risa.13372,2019,True
3184,School spending and new construction,10.1016/j.regsciurbeco.2017.01.001,2017,True
3185,A geospatial analysis of healthy food resource access to combat obesity in endometrial cancer survivors living in the deep south: Is it equitable?,10.1200/jco.2022.40.16_suppl.e18507,2022,True
3186,Assessment of Groundwater Depletion and Implications for Management in the Denver Basin Aquifer System,10.1111/1752-1688.12755,2019,True
3187,"The water nexus in southwestern idaho, usa: development versus agriculture",10.2495/ei-v3-n3-248-259,2020,True
3188,The Lived Experience of Nursing Appalachia,10.14574/ojrnhc.v20i2.619,2020,True
3189,National Trends in Food Insecurity and Congregation-Based Food Provision between 1998 and 2012,10.1080/03670244.2019.1598979,2019,True
3190,Is More Violent Better? The Impact of Group Participation in Violence on Group Longevity for Far-Right Extremist Groups,10.1080/1057610x.2017.1290429,2017,True
3191,The impact of a hospital-based exercise oncology program on cancer treatment–related side effects among rural cancer survivors,10.1007/s00520-021-06010-5,2021,True
3192,The rise of the railroad in Virginia: A historical analysis of the emergence of corporate public relations in the United States,10.1177/2046147x17743299,2018,True
3193,Crossing the line: access to trauma care across state borders,10.1136/tsaco-2023-001228,2024,True
3194,USDA Forest Service Employee Diversity During a Period of Workforce Contraction,10.1093/jofore/fvab071,2022,True
3195,Social networks and technology adoption: Evidence from church mergers in the U.S. Midwest,10.1111/ajae.12429,2023,True
3196,Plant community response to switchgrass (<i>Panicum virgatum</i>) population source in establishing prairies,10.1002/eap.1772,2018,True
3197,"QUILOMBOLAS AS “GREEN COLLECTIVES”: CONTESTING AND INCORPORATING ENVIRONMENTALISM IN THE ATLANTIC FOREST, BRAZIL",10.1590/1809-4422asoc270r2v2022017,2017,True
3198,Seeds with Stories: Seed Savers Exchange Revisited,10.1080/10496505.2018.1441578,2018,True
3199,Association between food insecurity and frailty among older adults with gastrointestinal malignancies: The CARE Registry.,10.1200/jco.2023.41.16_suppl.12046,2023,True
3200,Food insecurity and caregiver perceptions of food allergen risk by food purchase location in children with food allergies,10.1093/tbm/ibz059,2019,True
3201,Differences in Electronic Personal Health Information Tool Use Between Rural and Urban Cancer Patients in the United States: Secondary Data Analysis,10.2196/17352,2020,True
3202,Poverty in American Higher Education,10.33009/fsop_jpss129147,2021,True
3203,Toxic Truth: Lead and Fertility,10.3386/w24607,2018,True
3204,Comparing Methods for Overseeding Winter Rye into Standing Soybean,10.2134/age2019.04.0023,2019,True
3205,Using a hybrid demand-allocation algorithm to enable distributional analysis of land use change patterns,10.1371/journal.pone.0240097,2020,True
3206,Applying Data Analytics to Address Social Determinants of Health in Practice,10.18043/ncm.80.4.244,2019,True
3207,The emergence of Hispanic immigrant occupational niches: Employer preferences and the search for the subservient worker,10.1057/s41276-017-0073-z,2017,True
3208,The need to study rural cancer outcome disparities at the local level: a retrospective cohort study in Kansas and Missouri,10.1186/s12889-021-12190-w,2021,True
3209,Relative Earnings and Depressive Symptoms among Working Parents: Gender Differences in the Effect of Relative Income on Depressive Symptoms,10.1007/s11199-017-0848-6,2017,True
3210,Influence of product type and individuals’ perceptions on the geographic boundary for local products,10.22434/ifamr2016.0143,2017,True
3211,Agricultural Research Practices through a Local Lens: Adapting the Ithaka S + R Study for Your Campus,10.1080/10496505.2018.1510781,2018,True
3212,"CONSERVATION OF THE ORINOCO GOOSE (NEOCHEN JUBATA) IN THE MIDDLE ARAGUAIA RIVER, TOCANTINS, BRAZIL.",10.58843/ornneo.v32i2.855,2021,True
3213,Land Rental Markets: Experimental Evidence from Kenya,10.3386/w30495,2022,True
3214,A Survey on Healthy Food Decision Influences Through Technological Innovations,10.1145/3494580,2022,True
3215,"Evaluation of Three Forest-Based Bioenergy Development Strategies in the Inland Northwest, United States",10.1093/jofore/fvy042,2018,True
3216,Gendering strategies for civic agriculture: The case of Blue Ridge Women in agriculture and the High Country Farm Tour,10.1016/j.jrurstud.2017.08.007,2017,True
3217,Which Industries Received PPP Loans?,10.26509/frbc-ec-210108,2021,True
3218,"Attitudes toward animals, and how species and purpose affect animal research justifiability, among undergraduate students and faculty",10.1371/journal.pone.0233204,2020,True
3219,Analytical framework to estimate water use associated with continuous oil and gas development,10.3133/sir20195100,2019,True
3220,"Presence of circulating folic acid in plasma and its relation with dietary intake, vitamin B complex concentrations and genetic variants",10.1007/s00394-018-1852-5,2018,True
3221,After the fall: did coffee plants in Puerto Rico survive the 2017 hurricanes?,10.1016/j.agee.2018.07.011,2018,True
3222,Eritrean Education System: A critical Analysis and Future Research Directions,10.5296/ije.v11i1.14471,2019,True
3223,"Trends in the U.S. forest products sector, markets, and technologies",10.2737/nrs-gtr-p-197-paper4,2020,True
3224,Counterfactual scenarios reveal historical impact of cropland management on soil organic carbon stocks in the United States,10.1038/s41598-023-41307-x,2023,True
3225,Spatial characteristics of food insecurity and food access in Los Angeles County during the COVID-19 pandemic,10.1007/s12571-023-01381-5,2023,True
3226,Poverty and Child labour need to reduce access to education development in Uttar Pradesh,10.31142/ijtsrd18195,2018,True
3227,"Geomorphic Responses to Extreme Rainfall, Catastrophic Flooding, and Dam Failures across an Urban to Rural Landscape",10.1080/24694452.2018.1507814,2019,True
3228,Managing Dissonance and Dissent: Bureaucratic Professionalism and Political Risk in Policy Implementation,10.1111/lapo.12131,2019,True
3229,Ammonia Emissions from Subalpine Forest and Mountain Grassland Soils in Rocky Mountain National Park,10.2134/jeq2018.01.0023,2018,True
3230,Marketing Power Berries: An Importance-Performance Analysis of Blueberry,10.4148/1051-0834.1842,2017,True
3231,Deconcentrating the poor via public housing policy: What really matters?,10.1016/j.seps.2017.01.004,2017,True
3232,The unintended impact of ecosystem preservation on greenhouse gas emissions: Evidence from environmental constraints on hydropower development in the United States,10.1371/journal.pone.0210483,2019,True
3233,"PCN151 The Geographical Association with LUNG Cancer Incidents, Mortality, and Accessibility of LUNG Cancer Screening in RURAL Appalachia",10.1016/j.jval.2021.04.243,2021,True
3234,"Temporal and Spatial Blood Feeding Patterns of Urban Mosquitoes in the San Juan Metropolitan Area, Puerto Rico",10.3390/insects12020129,2021,True
3235,"Genetic Diversity and Conservation Status of Helianthus verticillatus, an Endangered Sunflower of the Southern United States",10.3389/fgene.2020.00410,2020,True
3236,"Insights into the ecology, genetics and distribution of <i>Lucanus elaphus</i> Fabricius (Coleoptera: Lucanidae), North America's giant stag beetle",10.1111/icad.12229,2017,True
3237,Mexicans and the Origins of Marijuana Prohibition in the United States: A Reassessment,10.1086/shad3201006,2018,True
3238,Diversifying Clean Water: An Examination of Drinking Water Quality and Social Disparities in Michigan,10.4236/gep.2022.105010,2022,True
3239,Social media analysis reveals environmental injustices in Philadelphia urban parks,10.1038/s41598-023-39579-4,2023,True
3240,Diabetes control is associated with environmental quality in the USA,10.1530/ec-21-0132,2021,True
3241,Rural Public Library Outreach Services and Elder Users: A Case Study of the Washington County (VA) Public Library,10.1080/01616846.2019.1659070,2019,True
3242,The influence of spatially heterogeneous anthropogenic change on bill size evolution in a coastal songbird,10.1111/eva.13144,2020,True
3243,Colorectal Cancer Screening and Access to Healthcare in New York City Taxi Drivers,10.1007/s10903-019-00911-8,2019,True
3244,Community Priorities for Healthy Eating in Older Adults,10.1080/21551197.2017.1365039,2017,True
3245,"The Distribution, Seasonal Abundance, and Environmental Factors Contributing to the Presence of the Asian Longhorned Tick (<i>Haemaphysalis longicornis</i>, Acari: Ixodidae) in Central Appalachian Virginia",10.1093/jme/tjac067,2022,True
3246,Forgoing Food Assistance out of Fear: Simulating the Child Poverty Impact of a Making SNAP a Legal Liability for Immigrants,10.1177/2378023119832691,2019,True
3247,Learning Preferences of Next Generation Hispanic/Latino Specialty Crop Growers,10.21273/horttech03581-16,2017,True
3248,Prevalence of Food Insecurity Among Cancer Survivors in the United States: A Scoping Review,10.1016/j.jand.2022.07.004,2023,True
3249,Population Normalization in SARS-CoV-2 Wastewater-Based Epidemiology: Implications from Statewide Wastewater Monitoring in Missouri,10.1101/2022.09.08.22279459,2022,True
3250,World War II and the Industrialization of the American South,10.3386/w23477,2017,True
3251,Caffeine Supplementation Strategies Among Endurance Athletes,10.3389/fspor.2022.821750,2022,True
3252,Preschool classroom quality and social-emotional functioning: Findings across geographic regions,10.1016/j.ecresq.2017.11.002,2018,True
3253,Prospective associations of neighborhood healthy food access and walkability with weight status in a regional pediatric health system,10.1186/s12966-023-01514-1,2023,True
3254,Agricultural Water Policy during Drought: A Strategy for Including Groundwater Permits in Future Irrigation Buyout Auctions in the Flint River Basin,10.3390/w11010151,2019,True
3255,Faithful Families Cooking and Eating Smart and Moving for Health: Evaluation of a Community Driven Intervention,10.3390/ijerph15091991,2018,True
3256,Predicting admissions for adult asthma exacerbations in North Texas,10.1111/phn.12654,2019,True
3257,Incentive contract design for food retailers to reduce food deserts in the US,10.1016/j.seps.2017.03.003,2017,True
3258,A calibrated model of local food system of Hawaii: What are the economic implications of the state's food goals and policies?,10.1111/nrm.12196,2018,True
3259,New measures for access to emergency food,10.1038/s43016-020-0081-2,2020,True
3260,Do food expenditure patterns of supplemental nutrition assistance program households meet thrifty food plan recommendations?,10.1080/19320248.2018.1540323,2018,True
3261,"An exploration of colorectal cancer incidence rates in North Dakota, USA, via structural equation modeling",10.1007/s00384-019-03352-9,2019,True
3262,Environmental and Individual Predictors of Healthy Dietary Behaviors in a Sample of Middle Aged Hispanic and Caucasian Women,10.3390/ijerph15102277,2018,True
3263,Innovation Governance: From the “Endless Frontier” to the Triple Helix,10.1007/978-3-319-75593-9_8,2018,True
3264,Landscape and management factors influence the occupancy dynamics of sympatric salamanders in an urban preserve system,10.1016/j.gecco.2019.e00742,2019,True
3265,Leading Through Placemaking and Boundary Spanning: Rural Christian Higher Education for the Common Good,10.1080/15363759.2018.1404816,2018,True
3266,Toward Integration,10.1016/b978-0-12-811477-3.00018-3,2018,True
3267,Employed in a SNAP? The Impact of Work Requirements on Program Participation and Labor Supply,10.3386/w28877,2021,True
3268,Quantifying the relationship between social capital and economic conditions in Appalachia,10.1016/j.apgeog.2017.12.010,2018,True
3269,"Civil engineer for urban livability, sustainability and resilience",10.1080/23789689.2021.1937776,2021,True
3270,Herbaceous Feedstock 2018 State of Technology Report,10.2172/1615147,2020,True
3271,"Amerindians, Europeans, Makiritare, Mestizos, Puerto Rican, and Quechua: Categorical Heterogeneity in Latin American Human Biology",10.1162/posc_a_00258,2017,True
3272,Engagement in linkage to mental health care program in the Rockaways after Hurricane Sandy,10.1002/jcop.22150,2018,True
3273,The association between grandparents as caregivers and overdose mortality in Appalachia and non-Appalachia counties,10.3389/fpubh.2023.1035564,2023,True
3274,Do limited English students jeopardize the education of other students? Lessons from the North Carolina public school system,10.1080/09645292.2017.1311300,2017,True
3275,From universal service to universal connectivity,10.1007/s11149-017-9336-8,2017,True
3276,"Integrating Spatiotemporal Epidemiology, Eco-Phylogenetics, and Distributional Ecology to Assess West Nile Disease Risk in Horses",10.3390/v13091811,2021,True
3277,Seasonal and microhabitat differences alter ant predation of a globally disruptive coffee pest,10.1016/j.agee.2019.106597,2019,True
3278,Global value chains and the removal of trade protection,10.1016/j.euroecorev.2021.103937,2021,True
3279,Celebrating STEM in Rural Communities: A Model for an Inclusive Science and Engineering Fesitval,10.15695/jstem/v1i1.4,2018,True
3280,"Modeling the potential natural vegetation of Minnesota, USA",10.1016/j.ecoinf.2017.07.006,2017,True
3281,The Impacts of Wildfire Characteristics and Employment on the Adaptive Management Strategies in the Intermountain West,10.3390/fire1030046,2018,True
3282,Interventions on the politics of governing the “ungovernable”,10.1016/j.polgeo.2018.01.003,2018,True
3283,A Sustainable Proposal for a Cultural Heritage Declaration in Ecuador: Vernacular Housing of Portoviejo,10.3390/su15021115,2023,True
3284,Evaluation of Access Disparities to Biologic Disease-Modifying Antirheumatic Drugs in Rural and Urban Communities,10.7759/cureus.26448,2022,True
3285,"Integration of Transport, Survival, and Sampling Efficiency in a Model of South Delta Entrainment",10.15447/sfews.2019v17iss4art4,2019,True
3286,The Willow Hill Community Education Assessment: Assessing the Education Needs of Children in a Former Slave Community,10.1007/s12111-018-9401-0,2018,True
3287,Forecasting agricultural commodity price using different models: a case study of widely consumed grains in Nigeria,10.51599/are.2022.08.02.07,2022,True
3288,Spatial variation in the frequency of knockdown resistance genotypes in Florida Aedes aegypti populations,10.21203/rs.2.20163/v3,2020,True
3289,Multiscale habitat relationships of a habitat specialist over time: The case of ocelots in Texas from 1982 to 2017,10.1002/ecs2.4204,2022,True
3290,Racial and ethnic disparities in workers’ compensation claims rates,10.1371/journal.pone.0280307,2023,True
3291,Close relationships and depression: A developmental cascade approach,10.1017/s0954579418001037,2018,True
3292,"Long term changes in aquaculture influence migration, regional abundance, and distribution of an avian species",10.1371/journal.pone.0284265,2023,True
3293,Economies of Farm Size in the Mississippi River Delta Area (Firm Adjustments Over Time to Exogenous and Endogenous Change).,10.31390/gradschool_disstheses.2793,2022,True
3294,Lessons from Butterflies of the Black Belt Prairie: The Southern Dogface as an Indicator of Prairie Remnants,10.3157/061.144.0202,2018,True
3295,Nature and Mental Health in Urban Texas: A NatureScore-Based Study,10.3390/ijerph21020168,2024,True
3296,Climate Change and Food Security: Florida’s Agriculture in the Coming Decades,10.1108/s1574-871520170000017007,2017,True
3297,Tribal and rural digital inclusivity: An examination of broadband access in two neighboring Great Plains states,10.5210/fm.v28i4.12519,2023,True
3298,"Building a Sample Frame of SMEs Using Patent, Search Engine, and Website Data",10.2478/jos-2021-0001,2021,True
3299,Developmental Origins of Cardiovascular Disease: Understanding High Mortality Rates in the American South,10.3390/ijerph182413192,2021,True
3300,"Strengthening Food Security Near the Arctic Circle: Case Study of Fairbanks North Star Borough, Alaska",10.3390/su11102722,2019,True
3301,"Cooking, Shopping, and Eating Behaviors of African American and Hispanic Families: Implications for a Culturally Appropriate Meal Kit Intervention",10.3390/ijerph18189827,2021,True
3302,Examining the role of entrepreneurship in economic development in Appalachia,10.33915/etd.4505,2019,True
3303,Managing Immigration in the 21st Century,10.1093/oso/9780198788072.003.0022,2019,True
3304,"Understanding How Large Metropolitan/Inner City, Urban Cluster, and Rural Students Perceive Food Systems",10.2134/urbanag2017.06.0001,2018,True
3305,Assessing the relative importance of parameter estimation in stream health based environmental justice modeling,10.1016/j.jhydrol.2018.06.004,2018,True
3306,Effects of Contextual Economic Factors on Childhood Obesity,10.1007/s10995-019-02777-6,2019,True
3307,Misclassification error in satellite imagery data: Implications for empirical land-use models,10.1016/j.landusepol.2018.04.008,2018,True
3308,Anthropogenic Climate Change Negatively Impacts Vegetation and Forage Conditions in the Greater Four Corners Region,10.1029/2022ef002943,2023,True
3309,"Using suitability analysis to select and prioritize naturalization efforts in legacy cities: An example from Flint, Michigan",10.1016/j.ufug.2017.09.006,2017,True
3310,Hedonic modeling to facilitate price reporting and fed cattle market transparency,10.1002/aepp.13324,2022,True
3311,A perspective on ‘Big Data’,10.1093/scipol/scx012,2017,True
3312,"Medicated corn feeders to disinfest cattle fever ticks, Boophilus (Boophilus) microplus (Acari: Ixodidae), from a suburban population of white-tailed deer, Odocoileus virginianus (Cervidae)",10.1007/s10493-022-00699-7,2022,True
3313,Claiming Your Own Identity and Positionality: The First Steps toward Establishing Equity and Social Justice in Science Education,10.3390/educsci13070652,2023,True
3314,Crafting freedom: Race and social mobility among free artisans of color in Cartagena and Charleston,10.1080/14788810.2017.1328563,2017,True
3315,Emergency room visits for chronic obstructive pulmonary disease in Illinois counties: An epidemiological study based on the Social Ecological Model,10.1177/1742395318778102,2018,True
3316,Utilizing Geriatrics-Focused Web-Based Continuing Education to Reach Practitioners in Rural Practice,10.1007/s11528-018-0258-9,2018,True
3317,"Evaluating ecological monitoring of civic environmental stewardship in the Green-Duwamish watershed, Washington",10.1016/j.landurbplan.2016.09.017,2017,True
3318,Environmental Enforcement: An Exploration of Latino Political Representation,10.1177/0731121419828395,2019,True
3319,Can Domestic Environmental Courts Implement International Environmental Law? A Framework for Institutional Analysis,10.1017/s2047102523000092,2023,True
3320,The Association Between Food Insecurity and Census Tract-Based Indexes in an Urban Academic Reproductive Clinic: Can Residence Predict Food Insecurity in Reproductive Patients? [ID 2683613],10.1097/01.aog.0001013920.03842.17,2024,True
3321,Amenities and the geography of innovation: evidence from Chinese cities,10.1007/s00168-020-00977-5,2020,True
3322,The distribution and spread of naturally occurring <i>Medea</i> selfish genetic elements in the United States,10.1002/ece3.5876,2019,True
3323,Agua4All: Providing Safe Drinking Water in Rural California Communities,10.5888/pcd16.190165,2019,True
3324,Seasonal variation in resource selection by subadult golden eagles in the Great Basin Desert,10.1002/wlb3.01002,2021,True
3325,Do Black and Indigenous Communities Receive their Fair Share of Vaccines Under the 2018 CDC Guidelines?,10.3386/w27817,2020,True
3326,Drivers of Antibiotic Resistance Gene Abundance in an Urban River,10.3390/antibiotics12081270,2023,True
3327,A Traditional Costa Rican Adolescents' Diet Score Is a Valid Tool to Capture Diet Quality and Identify Sociodemographic Groups With Suboptimal Diet,10.3389/fpubh.2021.708956,2021,True
3328,Impact of rural versus urban geographic location on length of stay after carotid endarterectomy,10.1177/1708538119835402,2019,True
3329,Depopulation and Infrastructure in U.S. Cities: Looking Toward 2100,10.21203/rs.3.rs-3074222/v1,2023,True
3330,Assessing the Nutrition and Family Usage of a Backpack Food Program,10.1080/19320248.2018.1546250,2018,True
3331,Mill Willingness to Use Logging Residues to Produce Electricity: A Spatial Logistic Regression Approach,10.1093/forsci/fxy061,2019,True
3332,What Is a Pseudomonas syringae Population?,10.1007/13836_2018_25,2018,True
3333,Interest Group and Political Party Influence on Growth in State Spending and Debt,10.1177/1532673x19875695,2019,True
3334,Rural–nonrural divide in car access and unmet travel need in the United States,10.1007/s11116-023-10429-6,2023,True
3335,The business case for carbon farming in the USA,10.1186/s13021-024-00253-5,2024,True
3336,Assessing the Relationship Between Emergency Food Assistance and Social Vulnerability During the COVID-19 Pandemic,10.1007/s12061-022-09478-8,2022,True
3337,Exchange rate volatility and bilateral agricultural trade flows: the case of the United States and OECD countries,10.31390/gradschool_theses.3713,2022,True
3338,Integrating bioplastics into the US plastics supply chain: towards a policy research agenda for the bioplastic transition,10.3389/fenvs.2023.1245846,2023,True
3339,Small-scale integrated farming systems can abate continental-scale nutrient leakage,10.1371/journal.pbio.3001264,2021,True
3340,Arctic roads and railways: social and environmental consequences of transport infrastructure in the circumpolar North,10.1139/as-2021-0033,2023,True
3341,Abstract 14445: Patients With Peripheral Artery Disease Living in Food Deserts Are Associated With Worse Outcomes and Suboptimal Medical Therapy,10.1161/circ.146.suppl_1.14445,2022,True
3342,"Race, biopolitics and liberal development from the Jim Crow South to postwar Africa",10.1111/tran.12231,2018,True
3343,Consumers' perceptions and acceptance of genome editing in agriculture: Insights from the United States of America and Switzerland,10.1016/j.foodres.2024.113982,2024,True
3344,"National food security, immigration reform, and the importance of worker engagement in agricultural guestworker debates",10.5304/jafscd.2022.114.009,2022,True
3345,Yield Data from the Uniform Southern Soft Red Winter Wheat Nursery Emphasize Importance of Selection Location and Environment for Cultivar Development,10.2135/cropsci2018.11.0685,2019,True
3346,"A Procedural Modeling Approach for Ecosystem Services and Geodesign Visualization in Old Town Pocatello, Idaho",10.3390/land11081228,2022,True
3347,Forest sector investment in the United States - trends and implications of capital investment and annual expenditure,10.62320/jfbr.v2i2.41,2023,True
3348,Leadership in the era of the Trump presidency: implications for the education of American Indian children and youth,10.1080/00220620.2017.1395825,2017,True
3349,Food Allergies in Inner-City Schools: Addressing Disparities and Improving Management,10.1016/j.anai.2022.04.035,2022,True
3350,Tracking the impacts of farm-to-school purchasing programs.,10.35841/nutrition-human-health.1.2.1-8,2017,True
3351,Financial Trade-Offs Associated with Controlling Chinese Privet (Ligustrum sinense Lour.) in Forestlands in the Southern USA,10.1093/jofore/fvy003,2018,True
3352,Educator Practices and Perceptions of Integrating Sustainability and Food Systems Concepts Into Elementary Education: Comparative Case Study in Two Northwestern States in the United States,10.3389/fsufs.2021.714226,2021,True
3353,Chaninik Wind Group: Lessons learned beyond wind integration for remote Alaska,10.1016/j.tej.2018.06.008,2018,True
3354,Deer browsing overwhelms extended leaf phenology benefits: A test case with Rubus allegheniensis and a recalcitrant hay-scented fern layer,10.1016/j.foreco.2019.06.019,2019,True
3355,Assessing the Network of Agencies in Local Communities that Promote Healthy Eating and Lifestyles among Populations with Limited Resources,10.5993/ajhb.41.2.3,2017,True
3356,Impact of Information on Attitudes Regarding Greenhouse Lighting Externality Regulation,10.1017/aae.2023.20,2023,True
3357,Comparing Resident Procedures in Rural Versus Urban Emergency Departments,10.7759/cureus.19989,2021,True
3358,"Co-Occurrence of Overweight/Obesity, Anemia and Micronutrient Deficiencies among Non-Pregnant Women of Reproductive Age in Ghana: Results from a Nationally Representative Survey",10.3390/nu14071427,2022,True
3359,Results of a Rural Traffic Calming Event to Promote Physical Activity,10.34068/joe.60.02.18,2022,True
3360,Sociology as a Female Preserve: Feminization and Redirection in Sociological Education and Research,10.1007/s12108-018-9395-z,2018,True
3361,"Landscape Drivers and Social Dynamics Shaping Microbial Contamination Risk in Three Maya Communities in Southern Belize, Central America",10.3390/w10111678,2018,True
3362,Whatever floats your vote: understanding voter support for public port infrastructure investments,10.1080/03088839.2020.1754478,2020,True
3363,A picture-based carbohydrate-counting resource for Somalis,10.1177/0300060517718732,2017,True
3364,Managing the Commons: How Extension Facilitates Local Participation to Manage Natural Resources,10.1093/aepp/ppw031,2017,True
3365,Place and Large Landscape Conservation along the Susquehanna River,10.1080/08941920.2017.1364817,2017,True
3366,The impact of social vulnerability index on survival following autologous stem cell transplant for multiple myeloma,10.1038/s41409-024-02200-x,2024,True
3367,Consumer demand for food at home and food away from home: Understanding economic linkages during the pandemic,10.1002/aepp.13361,2023,True
3368,Modeling and Optimization of Woody Biomass Harvest and Logistics in the Northeastern United States,10.33915/etd.5775,2019,True
3369,Suburban wilderness in the Houston metropolitan landscape,10.2458/v24i1.20793,2017,True
3370,Successful Area-Wide Programme that Eradicated Outbreaks of the Invasive Cactus Moth in Mexico,10.1201/9781003169239-30,2021,True
3371,"Effect Modification by Environmental Quality on the Association between Heatwaves and Mortality in Alabama, United States",10.3390/ijerph14101143,2017,True
3372,Whole genome analysis of clouded leopard species reveals an ancient divergence and distinct demographic histories,10.1016/j.isci.2022.105647,2022,True
3373,The Missing Men: World War I and Female Labor Participation,10.2139/ssrn.2931970,2017,True
3374,A qualitative study of Southern U.S. consumers' top of the mind beliefs about the safety of local beef,10.1016/j.appet.2016.10.031,2017,True
