,year,name
9647,2020,University of Reading
9652,2017,California Department of Health Care Services
9654,2017,Ibis Reproductive Health
9655,2017,Creative Commons
9656,2017,Kaiser Permanente
9659,2019,Pen Bay Medical Center
9668,2021,Allegheny Health Network
9670,2023,NOAA National Marine Fisheries Service Southwest Fisheries Science Center
9671,2023,National Oceanic and Atmospheric Administration
9672,2023,"University of California, Santa Cruz"
9673,2023,NOAA National Marine Fisheries Service
9674,2019,CHI Health Creighton University Medical Center - Bergan Mercy
9675,2019,Nova Southeastern University
9676,2019,Palm Beach Atlantic University
9678,2019,Howard University
9679,2019,Pacific University Oregon
9680,2019,Loma Linda University
9682,2023,Public Health Institute
9684,2023,Toronto Metropolitan University
9688,2018,United States Department of Education
9689,2018,New York City College of Technology
9693,2021,Universidad Torcuato Di Tella
9701,2018,Heartland Alliance
9702,2020,Bellevue College
9704,2020,Microsoft (United States)
9705,2020,"University of California, San Diego"
9707,2021,Applied Research Associates (United States)
9708,2021,Battelle
9709,2021,Defense Threat Reduction Agency
9710,2020,University of North Carolina at Charlotte
9711,2020,China University of Geosciences
9712,2021,Swansea University
9713,2021,Commonwealth Scientific and Industrial Research Organisation
9715,2021,Bangor University
9716,2021,University of Cambridge
9718,2021,Plymouth Marine Laboratory
9723,2020,Norsk Hydro (Norway)
9732,2021,Federal Reserve
9733,2021,Federal Reserve Board of Governors
9734,2021,Brigham Young University
9735,2020,University of Nevada Reno
9737,2017,Rhode Island College
9740,2017,Organisation de Coopération et de Développement Economiques
9742,2022,University of the District of Columbia
9745,2017,Tennessee Technological University
9746,2017,Winthrop University
9750,2017,General Directorate of Forestry
9752,2017,Kastamonu University
9754,2023,University of Wisconsin–Stevens Point
9755,2023,Life Extension Foundation
9756,2023,University of South Florida
9761,2019,Royal Holloway University of London
9762,2017,University of Missouri System
9768,2019,University of Pretoria
9770,2021,RTI International
9771,2021,Food and Nutrition Service
9777,2021,California Polytechnic State University
9779,2023,Australian National University
9780,2023,University of Otago
9781,2023,St. Jude Children's Research Hospital
9782,2019,Missouri University of Science and Technology
9784,2020,New York Proton Center
9785,2023,Oak Ridge National Laboratory
9786,2023,United States Department of Veterans Affairs
9787,2023,Veterans Health Administration
9790,2021,University of Copenhagen
9791,2017,Savannah River National Laboratory
9794,2020,HEC Paris
9795,2020,Université Paris-Saclay
9800,2020,John F. Kennedy University
9802,2019,Boston Medical Center
9804,2019,Hennepin County Medical Center
9805,2017,Francisco de Paula Santander University
9806,2017,Universidad Autónoma Latinoamericana
9807,2017,Universidad Pontificia Bolivariana
9809,2020,RTI International
9810,2020,University of Alberta
9811,2020,Centre Population et Développement
9812,2017,Delaware State University
9813,2017,Morgan State University
9816,2020,National Institute of Standards and Technology
9818,2019,Western University of Health Sciences
9819,2019,Pomona College
9820,2019,University Surgical Associates
9822,2022,Pacific Southwest Research Station
9824,2023,Miami University
9827,2020,Florida Atlantic University
9832,2022,Université de Lille
9833,2022,Lille Économie Management
9834,2022,Swedish University of Agricultural Sciences
9837,2023,University of Colorado Denver
9838,2023,RadiaSoft (United States)
9840,2018,The Institute for Bird Populations
9842,2018,Tarleton State University
9843,2018,Ecosystem Sciences
9845,2022,New School
9847,2022,Stockholm Resilience Centre
9848,2022,Stockholm University
9852,2021,University of Delaware
9853,2022,Louisiana Department of Natural Resources
9855,2023,Iowa Wesleyan College
9856,2023,Wesleyan University
9868,2023,Lehigh University
9869,2023,Economic and Social Research Institute
9870,2021,"California State University, Long Beach"
9872,2021,Loyola University Chicago
9873,2021,Kennesaw State University
9876,2020,Urbana University
9877,2020,Epsilon (Italy)
9878,2020,University of Guadalajara
9879,2020,Universidad Autónoma de Guadalajara
9880,2021,Tashkent Medical Academy
9884,2022,National Jewish Health
9885,2022,University of Colorado Denver
9895,2023,University of the Virgin Islands
9896,2023,United States Virgin Islands Department of Health
9899,2021,Southern Illinois University School of Medicine
9901,2020,Messiah College
9902,2021,East Carolina University
9903,2021,York University
9905,2021,University of North Carolina at Pembroke
9906,2019,Institute for Law and Justice
9907,2017,Southern California University for Professional Studies
9910,2020,Wartburg College
9913,2024,Dartmouth College
9915,2022,University of New Hampshire
9916,2019,Ewha Womans University
9918,2019,Online Computer Library Center
9920,2019,Bryant University
9921,2019,Office of the Comptroller of the Currency
9922,2019,Kaw Nation
9925,2022,Applied Research (United States)
9929,2024,District University of Bogotá
9930,2024,Minnesota Department of Natural Resources
9934,2017,NOAA National Marine Fisheries Service Pacific Islands Fisheries Science Center
9938,2017,Fort Valley State University
9939,2023,California NanoSystems Institute
9942,2023,The University of Texas Southwestern Medical Center
9943,2023,Comprehensive Clinical Research
9946,2023,Loyola University Chicago
9950,2022,Target (United States)
9951,2022,Mathematica Policy Research
9954,2020,Case Western Reserve University
9959,2024,Virginia Tech
9960,2024,Arab American University
9961,2024,King Saud University
9962,2024,Queensland University of Technology
9964,2017,University College Cork
9965,2017,United Nations
9966,2017,Centre for Policy Studies
9967,2019,Telethon Kids Institute
9968,2019,University of Western Australia
9969,2019,Princess Margaret Hospital for Children
9972,2019,Pacific Northwest National Laboratory
9973,2019,Henry Ford Health System
9974,2019,Wayne State University
9976,2019,Yale Griffin Prevention Research Center
9978,2019,Vrije Universiteit Amsterdam
9982,2019,Public Health Ontario
9984,2019,University of Sheffield
9985,2019,University of Detroit Mercy
9990,2020,Minnesota Department of Natural Resources
9992,2020,West Chester University
9994,2021,University of Miami
10002,2023,Northeastern University
10003,2019,Federal Reserve Bank of Dallas
10011,2017,Comillas Pontifical University
10016,2018,Eastern Washington University
10020,2022,World Wildlife Fund Canada
10023,2022,Toronto Metropolitan University
10026,2022,Clark University
10028,2022,University of Illinois at Chicago
10029,2022,Max Planck Institute for Evolutionary Anthropology
10030,2022,University of New Mexico
10031,2022,International Centre for Diarrhoeal Disease Research
10033,2022,Norwegian Institute for Air Research
10034,2022,Los Alamos National Laboratory
10035,2022,Carbon Solutions (United States)
10038,2019,University of Cuenca
10041,2023,Rodale Institute
10042,2022,John Wiley & Sons (United States)
10044,2024,Appalachian State University
10049,2017,Huaqiao University
10050,2017,Tongji University
10056,2018,Western Michigan University
10058,2018,Institut für Arbeitsmarkt und Berufsforschung
10059,2021,University of San Diego
10066,2020,ForestGEO
10067,2020,University of Puerto Rico at Río Piedras
10071,2019,Animal Welfare Institute
10072,2019,Oakland University
10076,2023,Arizona Department of Health Services
10078,2024,Baltimore City Health Department
10079,2024,Johns Hopkins University
10080,2024,Community Farm Alliance
10082,2022,Illinois Archaeological Survey
10083,2023,East Carolina University
10084,2023,Florida State University
10085,2023,Georgia Southwestern State University
10086,2023,Lasell College
10087,2019,Abt Global (United States)
10099,2018,University of Tampa
10100,2018,Drew University
10101,2021,Dana-Farber/Harvard Cancer Center
10103,2021,Auckland University of Technology
10107,2022,Goodwin College
10108,2017,Assumption College San Lorenzo
10109,2017,Assumption College
10111,2019,Beltsville Human Nutrition Research Center
10118,2021,University of North Carolina at Chapel Hill
10120,2022,Patuakhali Science and Technology University
10122,2023,Tripura University
10127,2019,Zhejiang Ocean University
10128,2019,Zhejiang University
10129,2019,Institute of Agricultural Resources and Regional Planning
10130,2019,Chinese Academy of Agricultural Sciences
10132,2018,Utah Valley University
10135,2018,University of Kansas Medical Center
10136,2018,Connecticut College
10139,2018,Indiana Department of Transportation
10146,2024,Tall Timbers Research Station and Land Conservancy
10149,2018,New School
10152,2022,Institut d'écologie et des sciences de l'environnement de Paris
10153,2022,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement"
10154,2022,Université Paris-Est Créteil
10155,2022,Centre National de la Recherche Scientifique
10156,2022,Institut de Recherche pour le Développement
10157,2022,Sorbonne Université
10158,2022,Institut de Mathématiques de Jussieu-Paris Rive Gauche
10159,2022,Saint John Regional Hospital
10160,2022,Emmanuel Bible College
10161,2022,New Brunswick Theological Seminary
10162,2022,Instituto de Ecología
10163,2022,Universidad de Xalapa
10165,2022,Palo Alto Institute
10170,2021,Indian Agricultural Research Institute
10171,2021,Central Citrus Research Institute
10172,2021,Florida International University
10173,2020,Kaiser Permanente Oakland Medical Center
10175,2022,Life Cycle Engineering (United States)
10176,2022,Centro de Investigación y Desarrollo
10177,2018,Operation Samahan
10178,2018,Hanalei Watershed Hui
10179,2018,Asian Health Coalition
10182,2023,Delta Air Lines (United States)
10186,2020,Piraeus Bank
10187,2020,University of Thessaly
10188,2020,Bureau of Economic Analysis
10189,2020,Centre for Economic Policy Research
10190,2020,University of Piraeus
10191,2022,The University of Texas Health Science Center at Houston
10193,2022,Vanderbilt University
10194,2022,City University of New York
10195,2022,City College of New York
10196,2022,Universidad Nacional de Colombia
10197,2019,Université Paris Cité
10201,2019,Biological Control of Insects Research Laboratory
10204,2023,Vanderbilt University Medical Center
10210,2019,University of Hawaii at Hilo
10216,2018,Duke-NUS Medical School
10219,2021,"St. Mary's University, Texas"
10220,2017,University Hospitals of Cleveland
10221,2017,University School
10230,2023,Astrogeology Science Center
10231,2018,Indira Gandhi National Open University
10241,2023,University of Massachusetts Amherst
10245,2023,Washington University in St. Louis
10246,2023,West Virginia Division of Natural Resources
10248,2024,University of Idaho
10249,2024,SUNY College of Environmental Science and Forestry
10254,2023,University of Guelph
10255,2023,Harvard Global Health Institute
10256,2023,National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention
10266,2021,University of Tarapacá
10267,2023,Amherst College
10268,2023,Technical University of Munich
10273,2023,Montana State University
10275,2023,"Czech Academy of Sciences, Global Change Research Institute"
10276,2023,Reed College
10278,2019,Youth Development
10279,2019,New York University Press
10280,2019,Australian National University
10282,2019,Irish Rugby Football Union
10288,2022,ForestGEO
10289,2020,University of South Dakota
10290,2021,California State Polytechnic University
10294,2018,Ferris State University
10296,2020,Wisconsin Disability Association
10297,2021,University College London
10298,2021,Lancaster University
10299,2021,University of Dundee
10300,2021,University of Bath
10302,2021,Infrared Fiber Systems (United States)
10303,2021,Institute for Fiscal Studies
10304,2021,University of Westminster
10310,2019,Renmin University of China
10313,2017,Kansas State Department of Education
10314,2017,University of Illinois System
10321,2019,Baylor College of Medicine
10323,2018,Montana State University Billings
10325,2018,Manhattan College
10328,2022,DePaul University
10329,2022,St. John's University
10330,2022,Binghamton University
10336,2024,"University of California, Davis"
10339,2021,New York University Press
10340,2021,University of Technology Sydney
10341,2021,University of Bonn
10342,2021,University of Cologne
10345,2021,Vrije Universiteit Brussel
10346,2021,Philipps University of Marburg
10347,2021,Izmir Institute of Technology
10349,2021,University of London
10350,2021,Universidad de Londres
10351,2021,SOAS University of London
10352,2021,Goldsmiths University of London
10353,2021,Leipzig University
10354,2021,TU Dresden
10357,2022,Mayo Clinic
10358,2022,Universidad Peruana Cayetano Heredia
10359,2022,Anglo American (United Kingdom)
10360,2022,Universidad de Antioquia
10361,2022,University of Cuenca
10362,2022,Pontificia Universidad Javeriana
10364,2023,Georgetown-Howard Universities Center for Clinical and Translational Science
10365,2021,"California State University, Sacramento"
10366,2021,Save Ourselves Breast Cancer Organization
10370,2018,Prairie View A&M University
10371,2018,City of Hope
10372,2020,University of Sheffield
10373,2020,Loughborough University
10374,2020,University College Cork
10375,2020,University of Strathclyde
10376,2020,Blueenergy
10377,2020,"Wuppertal Institute for Climate, Environment and Energy"
10378,2020,Film Independent
10379,2020,National Technical University of Athens
10380,2020,Milwaukee School of Engineering
10381,2018,Ohio University
10382,2022,UCLouvain Saint-Louis Brussels
10389,2019,Women & Children's Hospital of Buffalo
10390,2019,Jacobs (United States)
10394,2020,Otterbein University
10398,2023,Westat (United States)
10401,2023,Native Health
10402,2023,University of Colorado Anschutz Medical Campus
10403,2023,CT Group Of Institutions
10405,2019,University of Fairfax
10411,2019,University of Science and Technology Beijing
10412,2019,Chinese Research Academy of Environmental Sciences
10414,2019,Chinese Center For Disease Control and Prevention
10418,2021,Bechtel (United States)
10419,2021,Fisheries and Oceans Canada
10420,2019,University of Nevada Reno
10422,2023,Federal Reserve Bank of Minneapolis
10426,2017,Southwest Minnesota State University
10427,2017,Conservation and Production Research Laboratory
10429,2018,World Bank Group
10431,2018,University of Fribourg
10433,2023,Princeton Public Schools
10434,2023,Princeton University
10436,2018,Jackson State University
10437,2018,Southern University and Agricultural and Mechanical College
10439,2022,Barcelona School of Economics
10440,2022,Universiti Sains Malaysia
10441,2022,University School of Milwaukee
10442,2022,Pacific Northwest National Laboratory
10444,2022,Arkema (United Kingdom)
10447,2017,University of Indianapolis
10449,2021,Jinan University
10450,2021,Yale-NUS College
10455,2022,Decision Sciences (United States)
10458,2022,Dartmouth Hospital
10461,2023,University of Arkansas at Monticello
10463,2023,Clemson University
10465,2023,Al Zawiya University
10466,2023,University of Tripoli
10468,2020,Korea Environment Institute
10469,2017,Texas Health and Human Services Commission
10472,2017,John Brown University
10476,2024,Telethon Kids Institute
10477,2024,University of Western Australia
10478,2024,Barcelona Institute for Global Health
10479,2024,Universitat de Barcelona
10481,2024,Flinders University
10485,2017,United States House of Representatives
10486,2022,Federal Reserve Bank of Dallas
10487,2018,Natural History Museum Aarhus
10497,2019,Pacific Northwest Research Station
10499,2023,The University of Texas at San Antonio
10505,2020,Benedictine University
10511,2023,Research Foundation For Mental Hygiene
10514,2021,University of Agriculture in Krakow
10515,2021,Park University
10516,2021,Bureau of Economic Analysis
10519,2021,Metropolitan State University of Denver
10520,2021,Fort Lewis College
10522,2021,University of Northern Colorado
10524,2021,Regis University
10525,2021,Western Colorado University
10527,2021,United States Chamber of Commerce
10528,2021,Zeppelin Universität gemeinnützige GmbH
10537,2023,Kaiser Permanente Center for Health Research
10539,2023,Global Brain Health Institute
10546,2020,Tall Timbers Research Station and Land Conservancy
10548,2020,Kennedy Space Center
10550,2020,New America
10553,2021,Centre de Sociologie des Organisations
10554,2021,Institut d'Etudes Politiques de Paris
10555,2021,Université Paris Nanterre
10556,2021,American University in London
10557,2021,École des hautes études en sciences sociales
10559,2020,Kellogg's (Canada)
10561,2020,Universidad del Rosario
10562,2020,Center for Economic and Policy Research
10564,2020,University of Pittsburgh
10565,2023,Ziane Achour University of Djelfa
10566,2023,Altera (United States)
10570,2020,University of Virginia
10571,2020,Tufts University
10577,2022,Museum of Indian Arts and Culture
10578,2022,United States Coast Guard Academy
10579,2022,Integra (United States)
10581,2024,Emory University
10582,2024,Max Planck Institute for Biogeochemistry
10585,2023,Tinbergen Institute
10586,2023,Tennessee State University
10592,2017,United States International Trade Commission
10596,2021,Vanderbilt Health
10599,2023,Augusta University Health
10600,2021,United States Fish and Wildlife Service
10601,2021,University of Montana
10604,2017,Universidade Federal de Minas Gerais
10606,2018,University of North Carolina at Asheville
10609,2018,Michigan Sea Grant
10612,2020,Florida Agency for Health Care Administration
10613,2020,Keiser University
10614,2021,Michigan Department of Transportation
10625,2023,Louisiana State University
10626,2017,Argonne National Laboratory
10632,2018,St. John's University
10633,2022,University of Konstanz
10634,2022,Maharaja Sayajirao University of Baroda
10635,2022,La Trobe University
10636,2022,Laboratoire d'Anthropologie Sociale
10638,2023,California Sea Grant
10642,2023,Salisbury University
10643,2023,Trinity College
10644,2023,Minnesota Department of Natural Resources
10646,2023,Utah State University Eastern
10648,2023,Dana-Farber/Harvard Cancer Center
10652,2023,Universidad Autónoma de Santo Domingo
10654,2024,Chinese University of Hong Kong
10655,2024,Santa Clara University
10656,2024,The University of Texas at Dallas
10657,2024,Cheung Kong Graduate School of Business
10660,2017,Federal Reserve Bank of New York
10665,2023,Federal Reserve Bank of New York
10670,2022,University of Washington Tacoma
10673,2023,Norwegian School of Economics
10674,2017,University of Colorado System
10677,2020,University of Iowa
10678,2020,King Saud University
10680,2023,Mansfield Community Hospital
10681,2023,University of Nottingham
10682,2024,Stanford Medicine
10685,2018,Uniformed Services University of the Health Sciences
10693,2017,Science Systems and Applications (United States)
10694,2017,Cadi Ayyad University
10695,2017,Predictive Science (United States)
10696,2017,Leidos (United States)
10697,2017,Imperial College London
10699,2017,Cotton (United States)
10702,2017,Hope College
10704,2018,Nuestras Raices
10705,2018,Holyoke Community College
10706,2018,Mount Holyoke College
10707,2024,Prevention Institute
10708,2024,Augusta University Health
10709,2024,Augusta University
10712,2022,North Carolina Agricultural and Technical State University
10713,2024,Brown University
10714,2024,Providence College
10715,2024,University of Michigan–Ann Arbor
10716,2024,Michigan United
10719,2019,National Park Service
10720,2017,McDaniel College
10723,2018,London School of Economics and Political Science
10724,2018,Migration Policy Institute
10725,2018,European University Institute
10727,2017,Bay State College
10732,2022,Community Foundation
10733,2023,International Monetary Fund
10735,2023,Centre d'Etudes Prospectives et d'Informations Internationales
10736,2023,Aix-Marseille Université
10737,2023,LabCorp (United States)
10738,2023,Université de Poitiers
10741,2019,Kaiser Permanente Washington Health Research Institute
10742,2019,Ochin
10743,2018,American Chemistry Council
10744,2018,Mane (France)
10745,2018,Symrise (Germany)
10746,2018,International Flavors & Fragrances (United States)
10747,2018,Takasago (United States)
10748,2018,Givaudan (Switzerland)
10749,2022,Clínica CES
10750,2022,Northern Arizona University
10752,2020,Muskingum University
10755,2022,United Nations University – Maastricht Economic and Social Research Institute on Innovation and Technology
10758,2022,Esan University
10759,2022,University of Luxembourg
10761,2023,Kasetsart University
10763,2017,Millersville University
10769,2024,Beltsville Human Nutrition Research Center
10770,2024,University of the District of Columbia
10772,2024,Public Health Foundation Enterprises
10773,2024,University of Southern California
10774,2024,Children's Hospital of Los Angeles
10775,2020,Future Earth
10777,2020,Berkeley College
10778,2020,Instituto Tecnológico Autónomo de México
10779,2024,Boston University
10781,2024,Boston Medical Center
10782,2024,University of Wisconsin–Madison
10786,2018,Jianghan University
10787,2022,Freie Universität Berlin
10788,2022,Princeton University
10789,2022,Ludwig-Maximilians-Universität München
10790,2022,Ifo Institute for Economic Research
10793,2023,"University at Buffalo, State University of New York"
10794,2023,Kwame Nkrumah University of Science and Technology
10796,2018,King's College London
10798,2024,The University of Texas at Austin
10799,2021,Pacific Southwest Research Station
10800,2021,National Science Foundation
10801,2021,National Center for Science and Engineering Statistics
10805,2023,Burke Museum of Natural History and Culture
10813,2024,St. Lawrence University
10816,2024,Pew Charitable Trusts
10819,2020,Walden University
10821,2024,Sejong University
10822,2024,George Mason University
10824,2023,University of Auckland
10826,2023,University of the Pacific
10830,2019,University of Wollongong
10832,2019,NOAA National Marine Fisheries Service Alaska Fisheries Science Center
10833,2019,NOAA National Marine Fisheries Service
10834,2019,École Nationale Supérieure des Mines de Paris
10840,2020,York College of Pennsylvania
10841,2024,Louisiana State University Agricultural Center
10842,2024,Louisiana Department of Education
10843,2023,National Center for Health Statistics
10846,2023,Health Resources and Services Administration
10847,2022,University of Virginia
10848,2022,Center for Global Health
10853,2022,European University Institute
10856,2023,York University
10859,2023,American University of Afghanistan
10860,2019,Brigham Young University
10861,2019,Ohio Northern University
10863,2023,Louisiana Department of Natural Resources
10865,2019,KU Leuven
10866,2019,Center for Economic and Policy Research
10872,2023,Carnegie Mellon University
10874,2023,Tulane University
10875,2024,University of Houston
10881,2022,Creighton University
10884,2022,Johns Hopkins Berman Institute of Bioethics
10888,2022,Southern Methodist University
10889,2022,Nebraska Medical Center
10890,2022,Hennepin Healthcare Research Institute
10898,2022,University of Melbourne
10899,2022,Australian Catholic University
10904,2022,RMIT University
10906,2022,Auckland University of Technology
10911,2022,Seattle Public Library
10913,2022,United States Department of Justice
10914,2022,United States Army
10915,2021,Boston College
10920,2022,Clinicas de Salud del Pueblo
10921,2018,Park University
10922,2018,Central University of Kerala
10923,2019,Louisiana Department of Wildlife and Fisheries
10926,2023,University of Utah
10933,2019,Santa Clara University
10934,2023,Ohio University
10935,2023,Indiana University – Purdue University Indianapolis
10946,2024,Austin Peay State University
10947,2024,Washington State University
10950,2023,University of Rochester Medical Center
10951,2023,Icahn School of Medicine at Mount Sinai
10953,2023,Yale New Haven Health System
10954,2023,Yale New Haven Hospital
10955,2023,New York City Health and Hospitals Corporation
10957,2023,Prevention Institute
10958,2023,Augusta University
10959,2021,Berkeley College
10963,2020,St. Clare Hospital in Lakewood
10967,2022,San Francisco State University
10971,2017,Forest Products Laboratory
10974,2023,Illinois Department of Natural Resources
10976,2023,Lincoln Park Zoo
10981,2023,University of Florida Health
10989,2022,Wayne State University
10992,2024,King's College London
10993,2024,Rijksmuseum
10994,2024,Leiden University
10995,2024,University of Warsaw
10996,2024,Manchester Metropolitan University
10997,2024,University of Liverpool
10999,2024,University of Southampton
11000,2024,North Dakota State University
11001,2022,Henry Ford Health System
11002,2022,University of South Florida
11005,2023,Thuongmai University
11006,2023,Can Tho University
11007,2023,Rice Institute
11009,2017,The University of Texas at Dallas
11010,2023,Federal Trade Commission
11015,2021,International Center for Tropical Agriculture
11019,2021,Thuongmai University
11020,2021,International Potato Center
11024,2022,New York State University College of Human Ecology
11025,2022,Rowan University
11027,2018,NYU Langone Health
11029,2018,Georgia College & State University
11035,2018,University of San Francisco
11042,2018,Empire State University
11045,2023,James Cook University
11047,2023,ARC Centre of Excellence for Coral Reef Studies
11048,2023,University of Tasmania
11049,2023,Queensland University of Technology
11050,2020,Medical College of Wisconsin
11051,2020,University of Wisconsin–Green Bay
11055,2023,Florida Department of Agriculture and Consumer Services
11056,2023,BGI Group (China)
11060,2019,NOAA National Marine Fisheries Service Southwest Fisheries Science Center
11062,2020,State University of New York
11064,2020,SUNY Plattsburgh
11066,2020,BOKU University
11067,2020,Technical University of Munich
11069,2022,Federal Reserve Bank of Cleveland
11070,2020,DEVCOM Army Research Laboratory
11073,2021,Ohio University
11075,2018,Greenville College
11077,2022,Rocky Mountain Research (United States)
11079,2017,George Washington University
11081,2023,University of Oregon
11083,2024,Center for Environmental Health
11084,2024,National Centre for Infectious Diseases
11087,2021,Lahore University of Management Sciences
11088,2021,Ministry of Finance
11089,2021,Japan International Cooperation Agency
11090,2021,Pakistan Institute of Development Economics
11095,2022,Kellogg's (Canada)
11101,2022,East–West Center
11103,2023,University of Trás-os-Montes and Alto Douro
11104,2023,Centre for Research in Anthropology
11105,2023,Humana (United States)
11106,2023,Universidade Nova de Lisboa
11108,2018,Florida Gulf Coast University
11109,2024,Karlstad University
11110,2024,Windmill (United States)
11111,2024,Sheffield Hallam University
11113,2019,Earth Island Institute
11115,2019,National Technical University of Athens
11118,2018,Plymouth Marjon University
11120,2021,Griffith University
11121,2021,Environmental Earth Sciences
11122,2021,UNSW Sydney
11124,2021,Montana State University System
11129,2019,"Minnesota State University, Mankato"
11131,2018,Addis Ababa University
11132,2018,Sonoma State University
11135,2021,University of Alaska Fairbanks
11137,2021,Aalto University
11138,2023,Michigan Technological University
11139,2021,University of Hertfordshire
11140,2021,Aristotle University of Thessaloniki
11141,2021,World Meteorological Organization
11142,2021,University of Western Macedonia
11143,2021,Université Paris Cité
11145,2021,Laboratoire Interuniversitaire des Systèmes Atmosphériques
11146,2021,"Laboratoire Techniques, Territoires et Sociétés"
11147,2021,Université Paris-Est Créteil
11148,2021,University of Stuttgart
11149,2021,Aarhus University
11150,2021,Finnish Meteorological Institute
11151,2021,Charles University
11152,2021,Helmholtz-Zentrum Hereon
11153,2021,IVL Swedish Environmental Research Institute
11154,2021,Karlsruhe Institute of Technology
11156,2021,European Commission
11158,2021,National Institute for Public Health and the Environment
11159,2021,Utrecht University
11162,2022,California Department of Public Health
11166,2017,University of Health Sciences and Pharmacy
11167,2017,Cairo University
11175,2022,National Wildlife Federation
11182,2022,The University of Texas Southwestern Medical Center
11185,2022,Swiss Ornithological Institute
11186,2019,Industrial Development Bureau
11187,2019,University of El Salvador
11189,2021,Biogen (United States)
11190,2018,University of New England
11191,2024,International Institute for Applied Systems Analysis
11192,2024,The Nature Conservancy
11194,2024,University of Oxford
11201,2023,Université Claude Bernard Lyon 1
11203,2023,Université d'Angers
11204,2023,Nelson Mandela University
11205,2023,Lyon College
11206,2023,University of Turin
11207,2023,Accademia Albertina delle Belle Arti
11208,2019,Texas Biomedical Research Institute
11211,2022,California Budget & Policy Center
11215,2022,Indian Institute of Technology Delhi
11217,2022,Centre for Social Sciences and Humanities
11219,2023,University of Wyoming
11222,2023,Idaho Department of Fish and Game
11225,2023,Coastal Carolina University
11226,2023,Conway School of Landscape Design
11228,2023,High Point University
11231,2019,American Psychological Association
11234,2023,Korea University
11236,2023,Deaconess Hospital
11237,2023,Beth Israel Deaconess Medical Center
11240,2022,Penn State Milton S. Hershey Medical Center
11242,2023,University of Wollongong
11245,2023,Commonwealth Scientific and Industrial Research Organisation
11246,2019,Walt Disney (United States)
11247,2019,Florida Museum of Natural History
11256,2018,Association for Jewish Studies
11259,2019,Banque de France
11260,2019,Centre de Recherche en Économie et Statistique
11261,2019,Roquette Frères (France)
11262,2019,Sorbonne Université
11263,2019,Université Paris 1 Panthéon-Sorbonne
11264,2019,Institut d'Economie Scientifique Et de Gestion
11265,2019,Google (United States)
11266,2022,Association of American Universities
11267,2019,Wright State University
11269,2017,NationsUniversity
11270,2023,University of Massachusetts Boston
11271,2023,Delft University of Technology
11272,2020,West Virginia Division of Natural Resources
11273,2021,"The Graduate Center, CUNY"
11274,2023,Google (United States)
11275,2021,California University of Pennsylvania
11277,2021,Clark University
11278,2021,Temple College
11279,2021,Temple University
11281,2024,Pacific Northwest National Laboratory
11282,2024,Battelle
11284,2024,New Jersey Institute of Technology
11285,2017,National Economic and Social Rights Initiative
11287,2019,Fundação Oswaldo Cruz
11288,2019,University of Rochester
11289,2019,United States National Library of Medicine
11293,2022,Forum Solidaridad Perú
11300,2023,Palo Alto Institute
11304,2018,Bentley University
11307,2022,Walden University
11309,2021,John F. Kennedy University
11311,2021,National University of Singapore
11313,2024,Illinois Department of Natural Resources
11315,2024,Illinois Archaeological Survey
11317,2024,Earlham College
11318,2024,"Lesbian, Gay, Bisexual and Transgender Community Center"
11319,2024,Humboldt State University
11322,2017,United States Department of the Treasury
11323,2024,International Institute of Tropical Agriculture
11325,2024,International Food Policy Research Institute
11326,2021,London School of Economics and Political Science
11330,2024,University of California Division of Agriculture and Natural Resources
11332,2024,Merrimack College
11336,2021,Pew Charitable Trusts
11337,2021,Fordham University
11339,2022,Coastal Carolina University
11346,2023,Villanova University
11349,2022,Colorado School of Public Health
11352,2022,"California State University, Northridge"
11360,2017,Ifo Institute for Economic Research
11361,2017,Euro-Mediterranean Center for Climate Change
11365,2023,Fordham University
11366,2023,Bronx Museum of the Arts
11369,2023,Hoover Institution
11371,2023,Universidade de São Paulo
11375,2022,Capital University of Economics and Business
11377,2022,United International College
11379,2020,University of Dhaka
11383,2022,Western Washington University
11386,2020,Carnegie Mellon University
11389,2020,Employment Agency
11390,2020,W.E. Upjohn Institute for Employment Research
11392,2020,San Diego State University
11395,2020,University of Colorado Denver
11400,2023,James Madison University
11401,2023,Carrier (United States)
11402,2023,Conservation International
11410,2022,United States Department of the Interior
11412,2019,Eastern Regional Research Center
11414,2019,Delaware Valley College
11417,2023,Fudan University
11423,2023,Natural Resources Conservation Service
11424,2024,Toronto Metropolitan University
11425,2024,Binghamton University
11427,2024,University of Wisconsin–Milwaukee
11428,2024,Center for Global Health
11429,2024,Utah State University
11430,2024,Wartburg College
11440,2018,Banco de la República Colombia
11442,2017,Eastern Connecticut State University
11449,2024,The Ohio State University
11450,2024,University of Missouri
11451,2024,Missouri College
11454,2024,Long Island University
11456,2024,University of Nebraska Medical Center
11457,2024,Clemson University
11458,2024,Shanghai Jiao Tong University
11459,2022,Instituto Tecnológico Autónomo de México
11463,2023,College of Law
11464,2023,Willamette University
11466,2021,Murdoch University
11467,2021,Lee College
11468,2021,University of New Haven
11471,2017,University of Hartford
11472,2019,Rowan University
11473,2019,Western Oregon University
11475,2018,Palo Alto University
11477,2019,Unité de Nutrition Humaine
11479,2023,The Econometric Society
11485,2017,West Virginia University Hospitals
11489,2020,Stanford Medicine
11490,2020,Abbott (United States)
11494,2020,"University of California, Santa Barbara"
